,entity,gender
1845,Антония Висконти,f
1846,Сергей Булгаков,m
1847,Маргарета Баварска ,f
1848,Мехмед Талат паша,m
1849,Михаил Апостолов,m
1850,Август ,m
1851,Луйо Адамович,m
1852,Христо Вълчев,m
1853,Джоузеф Ритсън,m
1854,Балдуин II,m
1855,Николай Игнатиев,m
1856,Едуард VII,m
1857,Алфред Хетнер,m
1858,Домиция Луцила,f
1859,Феликс Граф фон Ботмер,m
1860,Никола Наумов,m
1861,Фридрих Фердинанд Леополд Австрийски,m
1862,Хуго I ,m
1863,Филип Адам фон Золмс-Лих,m
1864,Фридрих ,m
1865,Атанас Дангалаков,m
1866,Ото Мартин Торел,m
1867,Анна фон Пфалц-Зимерн,f
1868,"Луи дьо Рувроа, херцог дьо Сен Симон",m
1869,Матилда Кшесинска,f
1870,Адам Смит,m
1871,Бернхард VII ,m
1872,Елизабет Кларк,m
1873,София Хедвига фон Брауншвайг-Волфенбютел,f
1874,Аделхайд фон Равенсберг,f
1875,Лучия Марлиани,f
1876,Стефано Мадерно,m
1877,Елизабет фон Валдек-Пирмонт,f
1878,Целестин III,m
1879,Рачо Ангелов,m
1880,Вернер фон дер Шуленбург,m
1881,Анна Сибила фон Ханау-Лихтенберг,f
1882,Фердинанд Албрехт II ,m
1883,Балтазар II фон Шварцбург-Лойтенберг,m
1884,Еким Цанков,m
1885,Иван Церов,m
1886,Лудвиг фон Вюртемберг,m
1887,Дивият Бил Хикок,m
1888,Доменико Малатеста Новело,m
1889,Иван Пендаровски,m
1890,Йоан IV Велики Комнин,m
1891,Васо Абашидзе,f
1892,Мария Фердинанда Саксонска ,f
1893,Херман фон Щалек,m
1894,Адамантиос Манос,m
1895,Аделхайд фон Тюбинген,f
1896,Йохан Георг фон Шьонбург-Роксбург,m
1897,Неофит Кодзаманис,m
1898,Бенедикт Арнолд,m
1899,Ото Фридрих фон Харах-Рорау,m
1900,Стефан Салабашев ,m
1901,Иван Джамов,m
1902,Георг II фон Вертхайм,m
1903,Доротея Мария фон Вюртемберг,f
1904,Георги Каназирски,m
1905,Шарл Раймон дьо Сен-Валие,m
1906,Йобст Херман ,m
1907,Кристиан Лудвиг ,m
1908,Йохан Якоб Швепе,m
1909,Мария Сиркова,f
1910,Готфрид IV фон Хоенлое-Вайкерсхайм,m
1911,Джовани IV ,m
1912,Дионисий Москов,m
1913,Енгелберт I фон Марк,m
1914,Карл Вилхелм фон Хесен-Дармщат,m
1915,Густав V,m
1916,Сандро Ботичели,m
1917,Наум Илиев,m
1918,Каспар Бернхард II фон Рехберг,m
1919,Адолф X ,m
1920,Карл Имерман,m
1921,Тодор Шишков,m
1922,Лудвиг Андреас фон Кевенхюлер,m
1923,Пантелей Киселов,m
1924,Жил Беншоа,m
1925,Виктор-Амадей III,m
1926,Ерих V фон Хоя,m
1927,Мария Жана Батиста Савойска-Немур,m
1928,Йоханес Дайкер,m
1929,Йохан фон Алдринген,m
1930,Иван Хаджиберов,m
1931,Анна Арпад,f
1932,Сигизмунд Франц ,m
1933,Йован Дучич,m
1934,Оливър Хевисайд,m
1935,Христофор Каракановски,m
1936,Бертхолд III ,m
1937,Агнес фон Хесен ,f
1938,Паисий Пловдивски,m
1939,Пиер Домени,m
1940,Еберхард Георг фон Геминген,m
1941,Анна фон Хесен-Дармщат ,f
1942,Себастиан фон Геминген,m
1943,Мария-Кристина Бурбонска,f
1944,Кристоф Фугер граф фон Кирхберг-Вайсенхорн,m
1945,Стефан Владислав,m
1946,Саломо Франк,m
1947,Николай Николаевич,m
1948,Мануел Ирадер и Булфи,m
1949,Кнуд Кнудсен,m
1950,Лудвиг VI фон Йотинген,m
1951,Франческо Канова да Милано,m
1952,Райнхард фон Золмс-Лаубах,m
1953,Йохан Ернст ,m
1954,Андроник Комнин Палеолог,m
1955,Лазарус II Хенкел фон Донерсмарк,m
1956,Йозеф фон Русегер,m
1957,Недялко Колушев,m
1958,Афонсу V,m
1959,Ернст ,m
1960,Гъргур Голубич,m
1961,Вилхелм III ,m
1962,Констанца София фон Сайн-Витгенщайн-Берлебург,f
1963,Христос Прандунас,m
1964,Магнус II фон Захсен-Лауенбург,m
1965,Елизабета Албертина фон Сакс-Хилдбургхаузен,f
1966,Цоко Будин,m
1967,Константин Иконом,m
1968,Мария фон Баден ,f
1969,Рупен Зартарян,m
1970,Никола Благоев,m
1971,Никола Мандушев,m
1972,Фуад паша,m
1973,Хайнрих II фон Катценелнбоген,m
1974,Фернандес де Кордоба,m
1975,Йохан II фон Валдек-Пирмонт,m
1976,Адолф Майер ,m
1977,Педро де Урсуа,m
1978,Цвятко Канев,m
1979,Юрбен Льоверие,m
1980,Фридрих V фон Шаунберг,m
1981,Йодокус Хондиус,m
1982,Антонио Феранте Гонзага,m
1983,Мито Цветков,m
1984,Йозеф Шмаха,f
1985,Йохан Георг III ,m
1986,Николаос Драмалис,m
1987,Деян Димитров,m
1988,Карл Фердинанд Апун,m
1989,Ян Жижка,m
1990,Анри II ,m
1991,Смиле Войданов,m
1992,Карлос IV,m
1993,Рене-Антоан Реомюр,m
1994,Йохан II ,m
1995,Дитрих II фон Фалкенбург,m
1996,Ангел Бамбалов,m
1997,Светослав III ,m
1998,Димитриос Маргаропулос,m
1999,Вук Бранкович,m
2000,Самуел Ханеман,m
2001,Емилия Саксонска,f
2002,Герлах II фон Изенбург-Аренфелс,m
2003,Август фон Розентал,m
2004,Йозеф Венцел фон Мансфелд-Фордерорт,m
2005,Мехмед Фаик паша Селаникли,m
2006,Милош Обренович,m
2007,Емелян Пугачов,m
2008,Ян Джонстън,m
2009,Хайнрих ,m
2010,Едуард I ,m
2011,Матей Красники,m
2012,Фридрих фон Шлезвиг-Холщайн-Зондербург-Глюксбург ,m
2013,Фридрих Август фон Цинцендорф,m
2014,Аделхайд фон Фюрстенберг,f
2015,Мария Клементина Австрийска ,f
2016,Ото II ,m
2017,Фридрих Магнус IV фон Золмс-Вилденфелс,m
2018,Цветко Самарджиев,m
2019,Раймунд Фугер,m
2020,Елизабет Вюртембергска ,f
2021,Ото II ,m
2022,Франсис Брет Харт,m
2023,Иван Дибич-Забалкански,m
2024,Джон Лъбък,m
2025,Дамян Иванов,m
2026,Фасилидас,m
2027,Мирза Джамал Джеваншир Карабахски,m
2028,Димитър Енчев ,m
2029,Огата Геко,m
2030,Станко Иванович,m
2031,Виктор фон Шьонбург-Валденбург,m
2032,Деди IV от Ветин,m
2033,Стоян Лазов ,m
2034,Франческо I Сфорца,m
2035,Доротея Елизабет фон Хоенлое-Валденбург,m
2036,Никола Червениванов,m
2037,Томас Даути ,m
2038,Петър Генчев,m
2039,Франческо Мария I дела Ровере,m
2040,Хайнрих Фридрих Карл фон Вюртемберг,m
2041,Херман VII фон Баден,m
2042,Димитър Чембера,m
2043,Павел Давков,m
2044,Паоло Мантегаца,m
2045,Фридрих Мелхиор Грим,m
2046,Рудолф Мерингер,m
2047,Джон Хауърд Марсдън,m
2048,Миколай Швирски,m
2049,Манеголд Стари,m
2050,Мария фон Йотинген,f
2051,Хорас Уокър,m
2052,Спас Прокопов,m
2053,Дитрих I фон Марк,m
2054,Максимилиан Фугер фон Кирхберг-Вайсенхорн,m
2055,Вилхелм Фридеман Бах,m
2056,Джордж IV,m
2057,Йохан Георг Пинзел,m
2058,Хайнрих I ,m
2059,Теофана Величкова-Юрукова,f
2060,Александър Малинков,m
2061,Робер II ,m
2062,Анна София Пруска,f
2063,Фридрих фон Шлегел,m
2064,Александър Брюкнер,m
2065,Николай Скрябин,m
2066,Ференц Зичи,m
2067,Анна фон Золмс-Лаубах-Лих,f
2068,Лудвиг IV ,m
2069,Улрих ,m
2070,Бото фон Щолберг Стари,m
2071,Тиберий Клавдий Помпеян,m
2072,Андрия Качич Миошич,m
2073,Тома Трушков,m
2074,Малатеста Унгаро,m
2075,Хуан Батиста Мартинес дел Мазо,m
2076,Готфрид II Шенк фон Лимпург,m
2077,Йохана Елизабет фон Шлезвиг-Холщайн-Готорп,f
2078,Атанас Митровски,m
2079,Ерих I ,m
2080,Якоб Ханибал II фон Хоенемс,m
2081,Каспар фон Хоенемс,m
2082,Ненчо Ослеков,m
2083,Мария Антония Анна фон Хоенцолерн-Хехинген,f
2084,Прокопи Дянков,m
2085,Роберт Кох,m
2086,Йоханес Вермер,m
2087,Джон Браун,m
2088,Хайнрих II Язомиргот,m
2089,Иван Колев ,m
2090,Ернст Фридрих III ,m
2091,Найчо Цанов,m
2092,Герит Беркхейде,m
2093,Йохан Кристоф фон Валдбург-Цайл-Траухбург,m
2094,Лукриша Мот,m
2095,Йохан Фридрих фон Витцтум фон Екщедт,m
2096,Агнес Сорел,m
2097,Вангел Кехайов,m
2098,Швайкхард фон Хелфенщайн,m
2099,Луиза фон Зондербург-Глюксбург,f
2100,Петър Чупаров,m
2101,Трайко Ландзак,m
2102,Атанас Узунов ,m
2103,Оскар Уайлд,m
2104,Дидьо Пеев ,m
2105,Франсоа Гизо,m
2106,Вилхелм Кристиан фон Рейнграфенщайн-Хорстмар,m
2107,Иван Шарич ,m
2108,Кристиан Лоус Ланге,m
2109,Джон Бароу ,m
2110,Вилхелм VIII ,m
2111,Георг Швайкард фон Геминген,m
2112,Едуард Елгар,m
2113,Мирослав Тирш,m
2114,Атанас Белчев,m
2115,Йохана Магдалена фон Саксония-Вайсенфелс,f
2116,Иван Лилов,m
2117,Стоян Бакалов,m
2118,Цвета Божова,f
2119,Улрика Елеонора Датска,f
2120,Луис Финсън,m
2121,Радул Канели,m
2122,Анри Поанкаре,m
2123,Балтазар Богишич,m
2124,Инокентий III,m
2125,Кристиан Август ,m
2126,Адолф от Насау,m
2127,Томас Едисън,m
2128,Карл фон Золмс-Хоензолмс-Лих,m
2129,Елизабет фон Брегенц,f
2130,Йохан Максимилиан фон Ламберг,m
2131,Георг Албрехт II ,m
2132,Никола Лимончев,m
2133,Света Киара,m
2134,Божидар Янкович,m
2135,Анна фон Текленбург,f
2136,Петър Жилков,m
2137,Йован Урош,m
2138,Херман Льовенскьолд,m
2139,Франц Хайнрих фон Саксония-Лауенбург,m
2140,Лука Джордано,m
2141,Илинка Божинова,f
2142,Вилхелм I фон Лимбург-Бройч,m
2143,Доротея Мария фон Саксония-Гота-Алтенбург,f
2144,Йосиф Даскалов,m
2145,Йон Лука Караджале,f
2146,Каролина Вилхелмина София фон Хесен-Касел,f
2147,Албрехт фон Пфалц-Мозбах,m
2148,Самюъл Хиърн,m
2149,Юрдан Иванов,m
2150,Иван Цеков ,m
2151,Стоимен Хаджиангелов,m
2152,Валентин Розе-младши,m
2153,Иван Грудов,m
2154,Филострат Стари,m
2155,Иван Мънзов,m
2156,Николаос Рокас,m
2157,Егино II фон Урах,m
2158,Гарегин Шишманян,m
2159,Виктория Баденска,f
2160,Франц II фон Захсен-Лауенбург,m
2161,Бернхард Албрехт фон Лимбург-Бронкхорст-Щирум,m
2162,Бетина фон Арним,f
2163,Вилхелм III ,m
2164,Томас Коул,m
2165,Петър Касей,m
2166,Фердинанд II ,m
2167,Бончо Василев,m
2168,Балдуин IV ,m
2169,Герхард I фон Шауенбург,m
2170,Никола Петров ,m
2171,Михаил V Калафат,m
2172,Айше Султан,m
2173,София Августа фон Анхалт-Цербст,f
2174,Юдит фон Хенеберг-Кобург,f
2175,Чарлз I,m
2176,Киро Киров ,m
2177,Аврелия Луцила,f
2178,Анри дьо Сен-Симон,m
2179,Христо Хаджиилиев,m
2180,Георги Груев,m
2181,Амедео ди Кастеламонте,m
2182,Фридрих фон Флерсхайм,m
2183,Демофило,m
2184,Климент VI,m
2185,Константин Коровин,m
2186,Лудвиг Август фон Щутерхайм,m
2187,Антони Малецки,m
2188,Херман II ,m
2189,Харисиос Вамвакас,m
2190,Шарл Филибер дьо Ластери,m
2191,Николай Маев,m
2192,Лука Касъров,m
2193,Тодор Минков ,m
2194,Емануел-Франсоа-Йозеф Баварски,m
2195,Ханс Адам фон Шьонинг,m
2196,Конрад фон Еберщайн,m
2197,Изабела-Клара Испанска,f
2198,Коце Гочев,m
2199,Иван Делибозов,m
2200,Херман I фон Хенеберг,m
2201,Карл Мак фон Лайберих,m
2202,Орацио Антинори,m
2203,Филип III ,m
2204,Марко Балабанов,m
2205,Фердинанд III ,m
2206,Никола Падарев,m
2207,Александър Гирс ,m
2208,Максимилиан Вилибалд фон Валдбург-Волфег,m
2209,Салих Ага,m
2210,Дитрих фон дер Шуленбург ,m
2211,Ото XII фон Арним,m
2212,Исак Комнин ,m
2213,Васил Априлов,m
2214,Карл Филип фон Вреде,m
2215,Михаил Шишков,m
2216,Анна Фьодоровна,m
2217,Амоний Сакас,m
2218,Леонид Лутугин,m
2219,Вилхелм II ,m
2220,Георги Гурджиев,m
2221,Ерхард фон Марк,m
2222,Шарл-Огюстен дьо Сент-Бьов,m
2223,Едуар Лука,m
2224,Йоланда Унгарска,f
2225,Хайнрих Густаф Готлоб фон Райхенбах-Гошюц,m
2226,Карл Август фон Луксбург,m
2227,Фридрих IV ,m
2228,Себастиано Вениер,m
2229,Робърт Сесил,m
2230,Раймондо Орсини дел Балцо,m
2231,Андреа Богдани,m
2232,Мария Салома фон Йотинген-Йотинген,f
2233,Йоланда дьо Дрьо,f
2234,Максимилиан фон Лихтенщайн,m
2235,Шарлота Фридерика фон Насау-Зиген,f
2236,Якоб Фугер ,m
2237,Петър Мусевич,m
2238,Анна Пршемисловна,f
2239,Жозеф-Елиезер Берние,m
2240,Витория Фарнезе д'Есте,f
2241,Йохан Региомонтан,m
2242,София фон Саарбрюкен,f
2243,Микеле Морозини,m
2244,Григорий Катрис,m
2245,Стоян Каблешков,m
2246,Константин фон Залм-Залм,m
2247,Джон Рей,m
2248,Захарина Димитрова,f
2249,Лев Огненов,m
2250,Франц Вилхелм II фон Хоенемс,m
2251,Ернст Гуидо фон Харах-Рорау-Танхаузен,m
2252,Вилхелм Георг фон Кирхберг,m
2253,Пиетро ди Джовани д'Амброджо,m
2254,Франц Щрос,m
2255,Виктория фон Хесен-Дармщат,f
2256,Маргарита-Тереза Испанска,f
2257,Петър Ораховац,m
2258,Смит Джелиф,m
2259,Йохан Казимир ,m
2260,Йохан Георг фон Айнзидел,m
2261,Мария Елизабет Саксонска ,f
2262,Педро I ,m
2263,Аристид Брюан,m
2264,Джеймс II ,m
2265,Джон Лойд Стивънс,m
2266,Катерина Медичи,f
2267,Йоанис Пандазидис,m
2268,Ахац III фон дер Шуленбург,m
2269,Лудолф I фон Дасел,m
2270,Андреа Паладио,m
2271,Константин Думба,m
2272,Антон Георг Кристиан фон Валдщайн-Вартенберг,m
2273,Сеишу Ханаока,m
2274,Георг Лудвиг I ,m
2275,Ян ван Хелмонт,m
2276,Георги Иванов ,m
2277,Хайнрих I фон Хайнсберг,m
2278,Димитър Георгиев Стефанов,m
2279,Хайнрих III фон Брауншвайг-Люнебург,m
2280,Луиджи I Гонзага,m
2281,Кеке Геладзе,m
2282,Доменик Франциск Мартилети,m
2283,Арсений III,m
2284,Фолрад II фон Мансфелд,m
2285,Йохана фон Баден,f
2286,Константинос Стефану Татис,m
2287,Доротея фон Шварцбург-Зондерсхаузен,f
2288,Йоанис Дафотис,m
2289,Пантелеймон II Рилски,m
2290,Беатрис II Бургундска,f
2291,Бланш Анжуйска,f
2292,Фердинанд Хартман фон Зикинген-Хоенбург,m
2293,Тодор Мицев,m
2294,Вилхелм Хайнрих ,m
2295,Саре Яковов,m
2296,Ремболд I фон Изенбург ,m
2297,Ернст Август I ,m
2298,Макс Планк,m
2299,Мехмед Дърала,m
2300,Йоан VI Кантакузин,m
2301,Матео ди Джовани,m
2302,Димитър Тръпков,m
2303,Симеон Дени Поасон,m
2304,Шарл Албер Гоба,m
2305,Гебхард Йохан III фон Алвенслебен-Изеншнибе-Еркслебен,m
2306,Цветко Дрончилов,m
2307,Герхард фон Берг,m
2308,Никифор Комнин ,m
2309,Емилио Салгари,m
2310,Ернст фон Золмс-Браунфелс,m
2311,Йохан Георг ,m
2312,Кандидо Рондон,m
2313,Елиза Бонапарт,f
2314,Ото Фрейман,m
2315,Стойна Бавчанка,m
2316,Атанас Ансаров,m
2317,Панайотис Пападзанетеас,m
2318,Иван V,m
2319,Лазарос Кюсис,m
2320,Георг III ,m
2321,Максимилиан I Йозеф ,m
2322,Фридрих Хорнеман,m
2323,Васил Липитков,m
2324,Аделаида Арпад,m
2325,Джеймс V,m
2326,Ефросина Дукина Каматирина,f
2327,Ангел Константинов,m
2328,Енгелхард IV фон Вайнсберг,m
2329,Йоан Палеолог ,m
2330,Лодовико Ферари,m
2331,Спирос Спиромилиос,m
2332,Никифор Хумн,m
2333,Виталиано Позели,m
2334,Лудвиг Болцман,m
2335,Антонио Андради,m
2336,Беатриче ди Тенда,f
2337,Осман I,m
2338,Карло Боромео,m
2339,Йохан Кристоф фон Даун-Грумбах,m
2340,Бедреддин Симави,m
2341,Рупрехт фон Пфалц ,m
2342,Мария-Тереза Бурбон-Неаполитанска,f
2343,Георги Абаджиев ,m
2344,Иван Пашалията,m
2345,Мария-Каролина от Двете Сицилии,m
2346,Жана дьо Бурбон ,f
2347,Кристиан Доплер,m
2348,Жана Каролин Виолет,f
2349,Елизабет Кристина Улрика фон Брауншвайг-Волфенбютел,f
2350,Плитон,m
2351,Бончо Боев,m
2352,Ованес Съваджъян,m
2353,Циприан Норвид,m
2354,Илия Даскалов,m
2355,Георг Кристоф фон Хазланг,m
2356,Василий Головнин,m
2357,Томас Йохан Зеебек,m
2358,Йохан Георг VI фон Тьоринг-Зеефелд,m
2359,Изабел дьо Валоа,f
2360,Филотей Константинидис,m
2361,Юзеф Хлопицки,m
2362,Доминикус Кустос,m
2363,Катарина Елизабет фон Сайн-Витгенщайн-Хомбург,f
2364,Карл Лудвиг фон Льовенщайн-Вертхайм-Вирнебург,m
2365,Димитър Янчулев,m
2366,Георг фон Шьонбург-Валденбург,m
2367,Вилхелм фон Шаумбург-Липе,m
2368,Матилда фон Насау,f
2369,Маргарита Гонзага,f
2370,Август Карл Якоб фон дер Шуленбург,m
2371,Йоахим VII фон дер Шуленбург,m
2372,Вилхелм IV ,m
2373,Майнхард I ,m
2374,Платон Банялучки,m
2375,Мария Катерина Фарнезе,f
2376,Мотоори Норинага,m
2377,Галактион Хилендарец,m
2378,Хуго фон Щадион-Вартхаузен и Танхаузен,m
2379,Йохан Лудвиг фон Лайнинген-Вестербург,m
2380,Йохан VII ,m
2381,Матилда Хабсбургска,f
2382,Рудолф ,m
2383,Теодрос II,m
2384,Дитрих ,m
2385,Елизабет Лотарингска,f
2386,Пунчо Куздин,m
2387,Константин Вафидис ,m
2388,Теобалд I ,m
2389,Херман фон Хелмхолц,m
2390,Мануел Гарсия ,m
2391,Иполито Агосто,m
2392,Фридрих V ,m
2393,Левин Фридрих V фон дер Шуленбург,m
2394,Йохан Саксонски,m
2395,Амирдовлат Амасиаци,m
2396,Сава Мирков,m
2397,Дитрих II фон Лимбург-Щирум,m
2398,Тодор Тонев,m
2399,Константин Дука Багренородни,m
2400,Герхард ,m
2401,Христо Шаламанов,m
2402,Бернабо Висконти,m
2403,Адолф ,m
2404,Спиридон Казанджиев ,m
2405,Михаил Амиорков,m
2406,Ердмунда Мария фон Дитрихщайн-Николсбург,f
2407,Алфонсо X,m
2408,Йозеф Карл Лудвиг Австрийски,m
2409,Станислав Лешчински,m
2410,Георги Пейков,m
2411,Албрехт VI фон дер Шуленбург,m
2412,Франц Отокар фон Щархемберг,m
2413,Франсис Прайс Блекууд,m
2414,Цоньо Паяков,m
2415,Кръстьо Михайловски,m
2416,Беноа Пол Емил Клапейрон,m
2417,Павел Атанасов,m
2418,Форд Мадокс Форд,m
2419,Анна Магдалена фон Ханау,f
2420,Юг дьо Лион,m
2421,Ото Глагау,m
2422,Фридрих фон Страсбург ,m
2423,Свен II,m
2424,Елизабет фон Брауншвайг-Гьотинген,f
2425,Антонио Чеки,m
2426,Андреа Чезалпино,m
2427,Иван Калпазанов,m
2428,Франц Вилхелм фон Хоенцолерн-Берг,m
2429,Рудолф Мария Холцапфел,m
2430,Айлхард Мичерлих,m
2431,Берта фон Зутнер,m
2432,Ървин Фишър,m
2433,Чарлз Огъстъс Грегъри,m
2434,Джована II Анжуйска,f
2435,Антон Наследников,m
2436,Гай Септимий Север Апер,m
2437,Хайнрих Волрад ,m
2438,Кажимеж I Обновител,m
2439,Панайотис Аравантинос,m
2440,Атанасий Пароски,m
2441,Вилхелм I ,m
2442,Матилда фон Валдек-Пирмонт,f
2443,Вилхелм ,m
2444,Йохан VI фон Олденбург,m
2445,Петър Попович ,m
2446,Франсоа Келерман,m
2447,Михайло Катанич,m
2448,Михаил Буботинов,m
2449,Джордано Бруно,m
2450,Уилям Маккинли,m
2451,Кристоф Плантен,m
2452,Амалия Матерна,m
2453,Томас Рийд,m
2454,Анна фон Баден-Дурлах,f
2455,Акаки Церетели,m
2456,Отилия фон Катценелнбоген,f
2457,Никола Хекимов,m
2458,Христо Татарчев,m
2459,Вацлав IV,m
2460,Алексиус Фугер фон Кирхберг и Вайсенхорн,m
2461,Фридрих VI ,m
2462,Пьотър Услар,m
2463,Франсоа Жозеф Клозел,m
2464,Поликсени Антониу,m
2465,Раул дьо Сент Омер,m
2466,Мария Френска ,f
2467,Диме Смугрев,m
2468,Изабела II Йерусалимска,f
2469,Спитигнев II ,m
2470,Мурад V,m
2471,Янко Драшкович,m
2472,Айзък Бароу,m
2473,Якоб IV фон Арним,m
2474,Вилхелмина фон Золмс-Браунфелс,f
2475,Пол Брока,m
2476,Йохан Кристиан фон Бойнебург-Ленгсфелд,m
2477,Йохан Натерер,m
2478,Раймондо дела Торе,m
2479,Джон I,m
2480,Васил Поптомов,m
2481,Едуард V,f
2482,Алберт фон Сакс-Кобург-Гота,m
2483,Господин Славов,m
2484,Йохан Лудвиг фон Лайнинген-Вестербург-Алтлайнинген,m
2485,Оскар Колберг,m
2486,Фридерика фон Льовенщайн-Вертхайм-Фройденберг,f
2487,Франц I фон Брауншвайг-Волфенбютел,m
2488,Екатерина Арнаудова,f
2489,Либор Байер,m
2490,Максимилиан I ,m
2491,Александър Осовски,m
2492,Ото III ,m
2493,Йозеф Мокер,m
2494,Хосе де Сан Мартин,m
2495,Карло Колоди,m
2496,Димитър Биолчев,m
2497,Йохан фон Лихтенберг,m
2498,София Ягелонка ,f
2499,Мария Тереза Рафаела Бурбон-Испанска,f
2500,Гервасий Сливенски,m
2501,Иван Кутев,m
2502,Бона Станчева,f
2503,Йозеф Венцел ,m
2504,Урсула фон Бранденбург ,m
2505,Цезар Пуни,m
2506,Ернест Ренан,m
2507,Анна фон Баден,f
2508,Мария Терезия,f
2509,Йохан Лудвиг фон Лайнинген-Дагсбург-Фалкенбург,m
2510,Виктория Пруска,f
2511,Тераучи Масатаке,m
2512,Зигисмунд от Саксония,m
2513,Димитър Янев ,m
2514,Хайнрих IX ,m
2515,Фридрих фон Хесен-Касел ,m
2516,Кристина Шарлота фон Вюртемберг,f
2517,Волфганг II фон Льовенщайн-Шарфенек,m
2518,Пантелей Томовски,m
2519,Джакомо Бала,m
2520,Гюрчин Негриев,m
2521,Христо Бинчаров,m
2522,Михай Раковица,m
2523,Софроний Христидис ,m
2524,Емил Кристиан фон Ербах-Шьонберг,m
2525,Херман IV фон Баден,m
2526,Павел Тагарис,m
2527,Цено Марков,m
2528,Лудвиг фон Шьонбург,m
2529,Ласло IV,m
2530,Никола Вълчев,m
2531,Булгарус,m
2532,Конрад Фридрих Готлиб фон Брокдорф-Алефелд,m
2533,София от Прусия ,f
2534,Хенри Кавендиш,m
2535,Вилхелм IV ,m
2536,Михаил Белградски,m
2537,Мария фон Хесен-Касел ,f
2538,Винченцо Джемито,m
2539,Ервин I фон Глайхен,m
2540,Вилем Янсзон,m
2541,Волф Фридрих фон Геминген,m
2542,Йоахим Фридрих ,m
2543,Йоханета Сибила фон Золмс-Хоензолмс,f
2544,Итън Ходжкинсън,m
2545,Алберто V д'Есте,m
2546,Клариса Медичи,f
2547,Калист Ангеликуд,m
2548,Амалия фон Золмс-Хоензолмс,f
2549,Хайнрих фон Вюртемберг,m
2550,Бартхолд фон Бюлов,m
2551,Филип дьо Витри,m
2552,Димко Хаджииванов,m
2553,Георг Фридрих II фон Хоенлое-Шилингсфюрст,m
2554,Хелмолд III ,m
2555,Рикардо Тоскани,m
2556,Адам Вацлав фон Тешен,m
2557,Франц Зигмунд Йозеф Фугер фон Кирхберг-Вайсенхорн,m
2558,Фридрих фон Гертнер,m
2559,Неофит Веглерис,m
2560,Улрих ,m
2561,Вилхелм Кристоф ,m
2562,Хасан паша Йемиши Дамат,m
2563,Волфрам фон Ешенбах,m
2564,Анри дьо Тонти,m
2565,Сара Бернар,f
2566,Вилхелм Август ,m
2567,Лудвиг XII фон Йотинген,m
2568,Бонифаций II Монфератски,m
2569,Алфред Адлер,m
2570,Робърт Бейкън,m
2571,Вилем Схаутен,m
2572,Йоанис Колетис,m
2573,Ото II ,m
2574,Фердинанд IV ,m
2575,Себастиан фон Хелфенщайн,m
2576,Хуго Гроций,m
2577,Августа фон Шварцбург-Зондерсхаузен,f
2578,Милан Братов,m
2579,Катерина Арагонска,f
2580,Карл фон Ауершперг,m
2581,Анна Мария фон Анхалт-Десау,f
2582,Жана Баре,f
2583,Клара Петерс,m
2584,Карл Вернике,m
2585,Гойчин Църноевич,m
2586,Алекса Пачич,m
2587,Карл Вилхелм фон Геминген,m
2588,Климент X,m
2589,Рудолф I ,m
2590,Ефим Волков,m
2591,Юлия фон Хауке,f
2592,Вилхелм I фон Лимбург-Щирум,m
2593,София Вилхелмина фон Саксония-Кобург-Заалфелд,f
2594,Климент Кочовски,m
2595,Георги Апостолов ,m
2596,Иван Чапрашиков,m
2597,Пиер Декан,m
2598,Херман фон Хатцфелд-Глайхен,m
2599,Ебубекир Хазъм Тепейран,m
2600,Авакум Петров,m
2601,Александър Попорушев,m
2602,Антим VII Константинополски,m
2603,Фридрих Фердинанд Константин фон Саксония-Ваймар-Айзенах,m
2604,Прокопий Созоагатополски,m
2605,Михаил Глинка,m
2606,Елеонора Гонзага,f
2607,Робърт Ъндъруд Джонсън,m
2608,Методи Славчев,m
2609,Жорж Лекланше,m
2610,Ото III ,m
2611,Михайло Ристич,m
2612,Фредерик ,m
2613,Кирил Димитриадис,m
2614,Пьотър Глен,m
2615,Август фон Саксония-Вайсенфелс ,m
2616,Продан Тишков – Чардафон,m
2617,Рихард Фридрих фон Дона-Шлобитен,m
2618,Изабела Гонзага ди Новелара,f
2619,Робърт Ноулс,m
2620,Антоан Дестю дьо Траси,m
2621,Улрих II ,m
2622,Мориц фон Саксония-Вайсенфелс,m
2623,Хайнрих XVI Ройс-Гера,m
2624,Неофит Петридис,m
2625,Амадей IX Савойски,f
2626,Атанас Петров ,m
2627,Робърт Мофат,m
2628,Мехмед Веджихи паша Йозгатли,m
2629,Хайнрих II ,m
2630,Гуидо Гондзага,m
2631,Фридрих VII фон Тогенбург,m
2632,Димитриос Пазис,m
2633,Мария фон Мекленбург ,f
2634,Йохан Лудвиг ,m
2635,Джан Джакомо ,m
2636,Рудолф IV фон Хахберг-Заузенберг,m
2637,Васил Лолов,m
2638,Йоахим фон Цолерн,m
2639,Аврам Чальовски,m
2640,Лудвиг Бурбон-Сицилиански,m
2641,Яков Пеячевич,m
2642,Василиос Балкос,m
2643,Маргарета Хедвиг фон Хоенлое-Нойенщайн,f
2644,Агнес Френска ,f
2645,Лудвиг I фон Йотинген,m
2646,Хенри Джеймс,m
2647,Помпоний Мела,m
2648,Асканио Кондиви,m
2649,Андре Гретри,m
2650,Ян Матейко,m
2651,Пиетро Градениго,m
2652,Хайнрих III ,m
2653,Анна Швайдницка,f
2654,Дитрих I фон Рункел,m
2655,Камеяма,m
