,entity,number,gender
483,Odbor za zadeve Evropske unije Državnega zbora Republike Slovenije,Sing,Masc
484,Vojaški ordinariat Argentine,Sing,Masc
485,Stalno predstavništvo Republike Slovenije pri Svetu Evrope,Sing,Neut
486,"Preiskovalna komisija za ugotovitev politične odgovornosti nosilcev javnih funkcij, ki so sodelovali pri pripravi in izvedbi pogodbe o nakupu pehotnih bojnih oklepnih vozil - srednjih oklepnih kolesnih vozil 8x8 (...)",Sing,
487,Univerza v Leidnu,Sing,Masc
488,Apostolska nunciatura v Romuniji,Sing,Fem
489,École supérieure des techniques aéronautiques et de construction automobile,Sing,
490,Parlament Finske,Sing,Masc
491,Jean Jérôme Hamer,Sing,Masc
492,Apostolska nunciatura v Belizeju,Sing,Fem
493,Fakulteta za izobraževalne študije v Moskvi,Plur,Masc
494,Döblinška gimnazija,Sing,Fem
495,Ekonomska fakulteta v Banja Luki,Sing,Neut
496,Arhiv Muzeja narodne osvoboditve Maribor,Plur,Fem
497,Apostolska nunciatura v Gvineji,Sing,Fem
498,Apostolska nunciatura v Črni gori,Sing,Fem
499,Prehrambeno-biotehnološka fakulteta v Zagrebu,Sing,Masc
500,Mednarodno kazensko sodišče,Sing,Neut
501,Ekonomska fakulteta v Osijeku,Sing,Neut
502,Mednarodno središče Abdusa Salama za teoretično fiziko,Sing,Neut
503,Konzulat Republike Slovenije v Torunju,Sing,Masc
504,"Preiskovalna komisija za parlamentarno preiskavo o sumu zlorabe javnih pooblastil v poslovanju podjetij HIT d.o.o., Nova Gorica, Elan, Slovenske železarne, (...)",Sing,Fem
505,Apostolska nunciatura v Sudanu,Sing,Fem
506,Preiskovalna komisija o zagotavljanju zaščitne opreme ter ukrepih institucij in nosilcev javnih funkcij za zajezitev širjenja bolezni COVID-19 od 1. 2. 2020 do odreditve predmetne parlamentarne preiskave,Sing,Fem
507,Narodni muzej novejše umetnosti Romunije,Sing,
508,Arhitekturna fakulteta v Sarajevu,Sing,Neut
509,Konzulat Republike Slovenije v Tirani,Sing,Masc
510,Pravna fakulteta v Moskvi,Sing,Neut
511,Šola za državno računovodstvo v Moskvi,Sing,Fem
512,Veleposlaništvo Republike Slovenije v Grčiji,Sing,Fem
513,Filozofska fakulteta v Osijeku,Sing,Neut
514,Schola Cantorum,Sing,Masc
515,Parlament Gruzije,Sing,Masc
516,Vojaški ordinariat Belgije,Sing,
517,Generalni konzulat Republike Slovenije v Trstu,Sing,Masc
518,Mednarodna leninska šola,Sing,Fem
519,Papeški biblični inštitut,Sing,Masc
520,"Fakulteta za menedžment, ekonomijo in družbene vede v Kölnu",Plur,
521,Apostolska nunciatura v Jordaniji,Sing,Fem
522,Moskovska šola ekonomije,Sing,Fem
523,Institut supérieur de l’aéronautique et de l’espace,Plur,Fem
524,"Preiskovalna komisija o politični odgovornosti posameznih nosilcev javnih funkcij za aretacijo, obsodbe ter izvršitev obsodb proti Janezu Janši, Ivanu Borštnerju, Davidu Tasiču in Franciju Zavrlu",Sing,Fem
525,Apostolska nunciatura v Kanadi,Sing,Fem
526,Astronomski observatorij Palermo,Plur,
527,1. padalski bataljon,Sing,Masc
528,(Kanadska,,
529,kopenska vojska),Sing,Fem
530,Konzulat Republike Slovenije v Sao Paulu,Sing,Masc
531,Apostolska nunciatura v Mehiki,Sing,Fem
532,Apostolska nunciatura v Iraku,Sing,Fem
533,Komisija za nadzor lastninskega preoblikovanja in privatizacije Državnega zbora Republike Slovenije,Sing,Masc
534,Stomatološka fakulteta v Zagrebu,Sing,Masc
535,Jezuitski kolegij na Dunaju,Sing,Masc
536,"Muzej lepih umetnosti, Strasbourg",Plur,Masc
537,Apostolska nunciatura na Madžarskem,Sing,Fem
538,Graška škofija,Sing,Fem
539,Vojaški ordinariat Madžarske,Sing,Masc
540,Akademija dramskih umetnosti Sarajevo,Sing,Fem
541,Eduardo Francisco Pironio,Sing,Fem
542,Kabinet medalj,Sing,Masc
543,Hrvaško narodno gledališče v Splitu,Sing,
544,Apostolska nunciatura v Čadu,Sing,Fem
545,Universidade Federal de Minas Gerais,Sing,Masc
546,Tehnološka fakulteta v Banja Luki,Sing,Fem
547,Veleposlaništvo Republike Slovenije v Kanadi,Sing,Fem
548,"Gemäldegalerie, Berlin",,
549,Ustanova patra Stanislava Škrabca,Sing,Fem
550,Fakulteta za politične vede v Sarajevu,Plur,Fem
551,Apostolska nunciatura v Gani,Sing,Fem
552,Apostolska nunciatura na Portugalskem,Sing,Fem
553,Komisija za odnose s Slovenci v zamejstvu in po svetu Državnega zbora Republike Slovenije,Plur,Masc
554,Vojaški ordinariat Čila,Sing,Fem
555,Astronomski observatorij Padova,Sing,Masc
556,Katoliška teološka fakulteta v Münchnu,Sing,Fem
557,Apostolska nunciatura v Turčiji,Sing,Fem
558,École nationale supérieure des mines de Paris,Plur,Fem
559,Apostolska nunciatura na Švedskem,Sing,Fem
560,Apostolska nunciatura v Švici,Sing,Fem
561,Fakulteta za fiziko in astronomijo v Würzburgu,Sing,Masc
562,Apostolska nunciatura v Franciji,Sing,Fem
563,Konzulat Republike Slovenije v Monaku,Sing,Masc
564,L'Union Parfaite,Sing,Masc
565,Protestantska teološka fakulteta na Dunaju,Sing,Fem
566,Apostolska nunciatura v Čilu,Sing,Fem
567,Fakulteta za kemijsko inženirstvo in tehnologijo v Zagrebu,Sing,Fem
568,Univerza v Hamburgu,Sing,Masc
569,2. državni zbor Republike Slovenije,Plur,Fem
570,Gledališče Rustaveli,Plur,Masc
571,Hrvaško narodno gledališče v Zagrebu,Sing,
572,Apostolska nunciatura na Slovaškem,Sing,Fem
573,Elektrotehniška fakulteta v Sarajevu,Sing,Masc
574,Zgodovinsko-kulturološka fakulteta na Dunaju,Sing,Neut
575,Škofija Trst,Sing,Fem
576,Ministrstvo za turizem in šport Republike Hrvaške,Sing,Neut
577,Apostolska nunciatura v Ugandi,Sing,Fem
578,Konzulat Republike Slovenije v Atenah,Sing,Masc
579,"Narodni muzej, Praga",Sing,
580,Stalno predstavništvo Republike Slovenije pri Evropski uniji,Sing,Neut
581,Podiplomska šola za menedžment in inovacijo v Moskvi,Sing,Fem
582,Generalni konzulat Republike Slovenije v Tirani,Sing,Masc
583,Univerza na Dunaju,Sing,Masc
584,"Prudentia, Zagreb",Sing,Masc
585,6. državni zbor Republike Slovenije,Plur,Fem
586,Okronano upanje,Sing,Neut
587,Apostolska nunciatura v Egiptu,Sing,Fem
588,Knjižnica Božidar Kantušer,,
589,Teatro Massimo Bellini,Plur,
590,Nadškofijska klasična gimnazija Zagreb,Sing,Fem
591,Licejski pol Primoža Trubarja in Simona Gregorčiča,Sing,Fem
592,Carlo Odescalchi,,
593,Fakulteta političnih znanosti v Zagrebu,Sing,Fem
594,Fakulteta za promet in komunikacije v Sarajevu,Sing,Masc
595,Ekonomska fakulteta v Splitu,Sing,Neut
596,Univerza v Benetkah,Plur,Fem
597,Komisija za spremljanje in nadzor lastninskega preoblikovanja družbene lastnine Državnega zbora Republike Slovenije,Sing,Neut
598,Konzulat Republike Slovenije v Buenos Airesu,Sing,Masc
599,Apostolska nunciatura na Irskem,Sing,Fem
600,Kraljevi obveščevalni center (NKKJ),Sing,Masc
601,Jezuitski kolegij v Trstu,Sing,Masc
602,"Državni zgodovinski muzej, Moskva",Sing,Fem
603,Fakulteta za tuje jezike in študij okolja v Moskvi,Sing,
604,Tri počela,Sing,Fem
605,Generalni konzulat Republike Slovenije v Celovcu,Sing,Masc
606,Alma Mater Europaea,,
607,Katoliška teološka fakulteta v Zagrebu,Sing,Fem
608,Muzej poljske vojske,Sing,
609,Avstralska narodna univerza,Sing,Fem
610,Letalska vojaška gimnazija Maršal Tito,Sing,Masc
611,Institut d'études politiques de Paris,Sing,Masc
612,Apostolska nunciatura v Peruju,Sing,Fem
613,Casa Rosada,,
614,Agronomska fakulteta v Mostarju,Sing,Neut
615,Vojaškopomorska oficirska šola JLA,Sing,Fem
616,Medicinska fakulteta v Splitu,Sing,Neut
617,Konzulat Republike Slovenije v Hamburgu,Sing,Masc
618,Inštitut za avstrijsko zgodovinsko raziskovanje,Sing,Neut
619,Apostolska nunciatura v Ruandi,Sing,Fem
620,Apostolska nunciatura v Bangladešu,Sing,Fem
621,Konzulat Republike Slovenije v Splitu,Sing,Masc
622,Apostolska nunciatura v Belorusiji,Sing,Fem
623,Izraelska narodna knjižnica,Sing,Fem
624,Univerza v Heidelbergu,Sing,Masc
625,Odbor za notranjo politiko in pravosodje Državnega zbora Republike Slovenije,Sing,Masc
626,Fakulteta za človeške vede v Kölnu,Plur,Fem
627,Gradbena fakulteta v Osijeku,Sing,Masc
628,Stalna misija Republike Slovenije pri OVSE,Sing,Fem
629,Konzulat Republike Slovenije v Santiagu de Chile,Sing,Masc
630,Observatorij Berlin,Sing,Masc
631,Narodna knjižnica Čila,Sing,Fem
632,Istituto Nazionale di Statistica,Plur,Fem
633,Louvre,,
634,Odbor za infrastrukturo in okolje Državnega zbora Republike Slovenije,Sing,Masc
635,Artilerijska tehniška oficirska šola JLA,Sing,Fem
636,Apostolska nunciatura v Nigeriji,Sing,Fem
637,Filozofska fakulteta v Kölnu,Sing,Neut
638,Gledališče Romen,Plur,Neut
639,Pariški glasbeni konservatorij,Sing,Masc
640,Univerza v Münchnu,Sing,Masc
641,Državni ruski muzej,Sing,
642,Univerza v Kölnu,Sing,Masc
643,Apostolska nunciatura v Paragvaju,Sing,Fem
644,Mednarodno združenje za zračni transport,Sing,Neut
645,Inštitut za azijske in afriške študije v Moskvi,Plur,Fem
646,Državna univerza v Erevanu,Sing,Fem
647,Fakulteta za psihologijo na Dunaju,Sing,Fem
648,Institut de France,Plur,Fem
649,Club Arc Alpin,Sing,Masc
650,Pedagoška akademija v Sarajevu,Sing,Fem
651,Apostolska nunciatura na Hrvaškem,Sing,Fem
652,Akademija likovnih umetnosti v Mostarju,Sing,Fem
653,Collège de France,Plur,Fem
654,Fakulteta za fiziko na Dunaju,Sing,Fem
655,Univerza v Leipzigu,Sing,Masc
656,Filozofska fakulteta v Würzburgu I,Sing,Neut
657,Veleposlaništvo Republike Slovenije v Albaniji,Sing,Fem
658,Veleposlaništvo Republike Slovenije v Italiji,Sing,Fem
659,Katoliška teološka fakulteta v Würzburgu,Sing,Fem
660,Pravna fakulteta v Kölnu,Sing,Masc
661,ART.Welten,Sing,Masc
662,Gradbena fakulteta v Zagrebu,Sing,Masc
663,Madžarska državna opera,Sing,Fem
664,Fakulteta za politologijo v Moskvi,Sing,Fem
665,Univerza »Nikolaj Kuzanski«,Sing,Fem
666,Medicinska fakulteta v Zagrebu,Sing,Neut
667,Fakulteta za elektrotehniko in računalništvo v Zagrebu,Sing,Fem
668,Veleposlaništvo Republike Slovenije v Romuniji,Sing,Fem
669,Fakulteta za svetovno politiko v Moskvi,Sing,Fem
670,Albertina (muzej),,
671,Evropska agencija za kemikalije,Sing,Fem
672,Ekonomska fakulteta v Zagrebu,Sing,Neut
673,Bogoslovska smotra,Sing,Fem
674,Humboldtova univerza v Berlinu,Sing,Fem
675,Apostolska nunciatura v Nikaragvi,Sing,Fem
676,Gradbena fakulteta v Sarajevu,Sing,Masc
677,Tri krone,Plur,Fem
678,"Nemški muzej, München",Sing,Masc
679,Fakulteta za strojništvo in računalništvo v Mostarju,Sing,Neut
680,Eklezija,Sing,Fem
681,Slovenski inštitut za standardizacijo,Sing,Masc
682,Artilerijska oficirska šola JLA,Sing,Fem
683,Apostolska nunciatura v Beninu,Sing,Fem
684,Ermitaž,,
685,Apostolska nunciatura v Pakistanu,Sing,Fem
686,Neodvisna univerza v Moskvi,Sing,Fem
687,Vojnoletalska inženirska akademija Žukovski,Sing,Fem
688,Stalno predstavništvo Republike Slovenije pri NATO in WEU,Sing,Neut
689,Nizozemski umetnostnozgodovinski inštitut,Sing,Masc
690,Univerza v Freiburgu,Sing,Masc
691,Katoliška univerza Srca Jezusovega,Sing,Fem
692,Apostolska nunciatura na Nizozemskem,Sing,Fem
693,Konzulat Republike Slovenije v Caltanissetti,Sing,Masc
694,"Odbor za kmetijstvo, gozdarstvo in prehrano Državnega zbora Republike Slovenije",Sing,Neut
695,Pokopališče La Recoleta,Sing,Fem
696,Konzulat Republike Slovenije v Linzu,Sing,Masc
697,Veterinarska fakulteta v Münchnu,Sing,Neut
698,Fakulteta za informatiko na Dunaju,Sing,Fem
699,Fakulteta za javno upravo v Moskvi,Sing,Fem
700,Salzburški muzej,Sing,
701,Veleposlaništvo Republike Slovenije v Nemčiji,Sing,Fem
702,Centre de données astronomiques de Strasbourg,Sing,
703,Apostolska nunciatura v Angoli,Sing,Fem
704,Jezuitski kolegij na Reki,Sing,Masc
705,Veleposlaništvo Republike Slovenije na Japonskem,Sing,Fem
706,Apostolska nunciatura v Iranu,Sing,Fem
707,Avstrijska spominska služba,Sing,Fem
708,Univerza v Gradcu,Sing,Masc
709,Vojaški ordinariat Salvadorja,Sing,Masc
710,Komisija za nadzor javnih financ Državnega zbora Republike Slovenije,Sing,Masc
711,Univerza Pariz-Saclay,Sing,Fem
712,Apostolska nunciatura v Maroku,Sing,Fem
713,École nationale de l'aviation civile,Plur,Fem
714,Univerza v Zagrebu,Sing,Masc
715,Apostolska nunciatura v Gabonu,Sing,Fem
716,Univerza Sorbonne,Sing,Fem
717,Svet Evrope,Sing,Masc
718,Apostolska nunciatura v Burundiju,Sing,Fem
719,Apostolska nunciatura v Združenih državah Amerike,Sing,Fem
720,Franc Rode,Sing,Masc
721,Zvezna gimnazija in zvezna realna gimnazija za Slovence,Sing,Fem
722,Apostolska nunciatura na Kitajskem,Sing,Fem
723,Apostolska nunciatura v Zambiji,Sing,Fem
724,Veleposlaništvo Republike Slovenije na Češkem,Sing,Fem
725,Fakulteta za novinarstvo v Moskvi,Sing,Fem
726,Fakulteta za naravne vede v Münchnu,Plur,Fem
727,Sveti sedež,Sing,Masc
728,Rajhovska univerza Straßburg,Sing,Fem
729,Haribo,,
730,"Preiskovalna komisija Državnega zbora Republike Slovenije o vpletenosti nosilcev javnih funkcij v poskuse diskreditiranja slovenskih policistov in vojakov, ki so leta 1991 sodelovali v osamosvojitveni vojni na Koroškem",Sing,Fem
731,Vojaška artilerijska akademija Kalinin,Sing,Fem
732,Narodna knjižnica Argentine,Sing,Fem
733,Veleposlaništvo Republike Slovenije v Argentini,Sing,Fem
734,Fakulteta za telesno vzgojo in šport v Tuzli,Sing,Fem
735,Gliptoteka v Münchnu,Sing,Masc
736,Akademija dramske umetnosti v Zagrebu,Sing,Fem
737,"Umetnostnozgodovinski muzej, Dunaj",,
738,Alpsko-jadranska univerza v Celovcu,Sing,Fem
739,Prehrambeno-tehnološka fakulteta v Osijeku,Sing,Masc
740,Komunistična univerza delavcev vzhoda,Sing,Fem
741,Nacionalni laboratorij za atmosferske raziskave,Sing,Masc
742,Ekonomska fakulteta v Mostarju,Sing,Neut
743,Apostolska nunciatura v Centralnoafriški republiki,Sing,Fem
744,Univerza sv. Cirila in Metoda v Skopju,Sing,Fem
745,Apostolska nunciatura na Malti,Sing,Fem
746,Janez de Matha,Sing,Masc
747,NORAD,Sing,Masc
748,"Preiskovalna komisija o raziskovanju povojnih množičnih pobojev, pravno dvomljivih procesov in drugih tovrstnih nepravilnosti",Sing,Fem
749,Mednarodna geografska zveza,Sing,Fem
750,Magyar Kurír,Sing,Masc
751,Apostolska nunciatura v Alžiriji,Sing,Fem
752,Univerza v Padovi,Sing,Fem
753,Konzulat Republike Slovenije v Amanu,Sing,Masc
754,Apostolska nunciatura v Singapuru,Sing,Fem
755,Muzej zgodovine Moskovske državne univerze,,
756,Berlinska filharmonija,Sing,Fem
757,Louvrska palača,Sing,
758,Filozofska fakulteta v Pulju,Sing,Neut
759,Naravoslovno-matematična fakulteta v Sarajevu,Sing,Neut
760,Odbor za notranjo politiko Državnega zbora Republike Slovenije,Sing,Masc
761,Veleposlaništvo Republike Slovenije na Poljskem,Sing,Fem
762,Bogoslovno semenišče Germanicum,Sing,
763,Univerza v Vidmu,,
764,Ekološko-botanični vrt Univerze v Bayreuthu,Plur,Fem
765,OBN televizija,Sing,Fem
766,Mozarteum,Sing,Masc
767,Športno društvo Zahomc,Sing,Fem
768,IniciativAngola,Sing,Fem
769,"Odbor za zdravstvo, delo, družino, socialno politiko in invalide Državnega zbora Republike Slovenije",Sing,Fem
770,Farmacevtska fakulteta v Sarajevu,Sing,Neut
771,Biološka fakulteta v Moskvi,Sing,Fem
772,Višja šola poslovnega upravljanja v Moskvi,Sing,Fem
773,Apostolska nunciatura v Braziliji,Sing,Fem
774,Cité des Sciences et de l'Industrie,,
775,Filozofska fakulteta v Zagrebu,Sing,Neut
776,Univerza sv. Klimenta Ohridskega v Bitoli,Dual,
777,Apostolska nunciatura pri Organizaciji združenih narodov,Sing,Fem
778,Apostolska nunciatura v Argentini,Sing,Fem
779,Apostolska nunciatura na Barbadosu,Sing,Fem
780,Fakulteta za sociologijo v Moskvi,Sing,Fem
781,Univerza v Sarajevu,Sing,Masc
782,Fakulteta za kemijo na Dunaju,Sing,Fem
783,Jezuitski kolegij v Celovcu,Sing,Masc
784,Fakulteta za filozofsko-humanistične znanosti v Mostarju,Sing,Fem
785,Jezuitski kolegij v Gorici,Sing,Masc
786,Fakulteta za naravoslovno-matematične in vzgojne znanosti v Mostarju,Sing,Fem
787,Licej Franceta Prešerna,Sing,Fem
788,Urad zveznega kanclerja (Avstrija),Sing,Masc
789,Apostolska nunciatura v Kambodži,Sing,Fem
790,Center 305,Sing,Masc
791,Apostolska nunciatura v Libanonu,Sing,Fem
792,Springer Nature,Sing,Masc
793,École polytechnique,,
794,Center 400,Sing,Masc
795,Veleposlaništvo Republike Slovenije v Braziliji,Sing,Fem
796,Visoka učiteljska šola v Pulju,Sing,Fem
797,Pravna fakulteta v Würzburgu,Sing,Masc
798,Fakulteta za upodabljajoče umetnosti v Moskvi,Sing,
799,Grafična fakulteta v Zagrebu,Sing,Neut
800,Konzulat Republike Slovenije v Seulu,Sing,Masc
801,Mandatno-volilna komisija Državnega zbora Republike Slovenije,Sing,Fem
802,Vojaški ordinariat Avstrije,Sing,Masc
803,Fundacija Hergé,Sing,Fem
804,Veterinarska fakulteta v Zagrebu,Sing,Neut
805,Konzulat Republike Slovenije v Sankt Peterburgu,Sing,Masc
806,"Odbor za delo, družino, socialne zadeve in invalide Državnega zbora Republike Slovenije",Plur,Fem
807,"Preiskovalna komisija za ugotovitev in oceno dejanskega stanja, ki je lahko podlaga za odločanje o politični odgovornosti nosilcev javnih funkcij v Vladi Republike Slovenije na Ministrstvu za pravosodje in Vrhovnem državnem tožilstvu",Sing,Fem
808,(...),,
809,Univerza v Göttingenu,Sing,Masc
810,Računalniško-matematična in kibernetična fakulteta v Moskvi,Sing,Fem
811,Odbor za zunanjo politiko Državnega zbora Republike Slovenije,Sing,Masc
812,Franc Černelič,Sing,Masc
813,Tehnološka fakulteta v Tuzli,Sing,Fem
814,Galerija Uffizi,Sing,
815,18. vojaško okrožje (Wehrmacht),Sing,Neut
816,Inštitut za slavistiko Univerze na Dunaju,Sing,Fem
817,Bavarski narodni muzej,Sing,Masc
818,Filozofska fakulteta v Sarajevu,Sing,Neut
819,Fakulteta za psihologijo v Moskvi,Sing,Fem
820,Državni inštitut za umetnost v Ufi,Sing,Masc
821,Apostolska nunciatura na Haitiju,Sing,Fem
822,Glasbena akademija v Sarajevu,Sing,Fem
823,Apostolska nunciatura na Češkem,Sing,Fem
824,Apostolska nunciatura v Avstriji,Sing,Fem
825,Nemški inštitut za standardizacijo,Sing,Masc
826,Pravna fakulteta na Dunaju,Sing,Neut
827,Veleposlaništvo Republike Slovenije na Nizozemskem,Sing,Fem
828,Slovensko planinsko društvo Celovec,Sing,Fem
829,Sveta Margareta,Sing,Fem
830,(prostozidarska loža),Sing,Fem
831,Veleposlaništvo Republike Slovenije na Finskem,Sing,Fem
832,Univerza v Hannovru,Sing,Masc
833,Mandatno-imunitetna komisija Državnega zbora Republike Slovenije,Sing,Fem
834,Ustanova dr. Šiftarjeva fundacija,Dual,
835,"Preiskovalna komisija Državnega zbora Republike Slovenije o sumu zlorabe javnih pooblastil za vzroke, okoliščine in posledice dogodkov na kapitalskem trgu v marcu 1996 in uresničevanju zakonskih nalog Agencije za trg vrednostnih papirjev ...",Sing,Masc
836,Ištarina vrata,Sing,Fem
837,Veleposlaništvo Republike Slovenije v Bosni in Hercegovini,Sing,Fem
838,Strojna fakulteta v Tuzli,Sing,Neut
839,Apostolska nunciatura na Bahamih,Sing,Fem
840,Vojaški ordinariat Nemčije,Sing,
841,"Ministrstvo za pomorstvo, promet in infrastrukturo Republike Hrvaške",Sing,Masc
842,Ruska državna knjižnica,Sing,Fem
843,Tehniška univerza v Münchnu,Sing,Fem
844,Avstrijski inštitut,Sing,Masc
845,CentraleSupélec,Sing,Masc
846,Apostolska nunciatura v Kolumbiji,Sing,Fem
847,Konzulat Republike Slovenije v Gradcu,Sing,Masc
848,Apostolska nunciatura v Sloveniji,Sing,Fem
849,École des hautes études en sciences sociales,Plur,Fem
850,Apostolska nunciatura v Srbiji,Sing,Fem
851,Zgodovinska fakulteta v Moskvi,Sing,Neut
852,Rudarsko-geološko-gradbena fakulteta v Tuzli,Sing,Masc
853,Pravna fakulteta v Sarajevu,Sing,Neut
854,Evropsko združenje za prevodoslovje,Sing,Neut
855,Jezuitski kolegij v Varaždinu,Sing,Masc
856,Predsedstvo Bosne in Hercegovine,Plur,Fem
857,Družba Maxa Plancka,Sing,Fem
858,Apostolska nunciatura v Burkini Faso,Plur,
859,Komisija za poslovnik Državnega zbora Republike Slovenije,Sing,Masc
860,Akademija likovnih umetnosti Sarajevo,,
861,Japonska nacionalna knjižnica,Sing,Fem
862,Komisija za vprašanja invalidov Državnega zbora Republike Slovenije,Sing,Neut
863,Artilerijsko tehniško vojaško učilišče JLA,Sing,Fem
864,Fakulteta ekonomije in turizma v Pulju,Plur,Fem
865,Medicinska univerza v Varšavi,Sing,Fem
866,Fakulteta za kemijo in farmacijo v Münchnu,Sing,Fem
867,Akademija likovnih umetnosti v Zagrebu,Sing,
868,Apostolska nunciatura v Kuvajtu,Sing,Fem
869,Apostolska nunciatura na Norveškem,Sing,Fem
870,Palača Schleissheim,Sing,
871,Apostolska nunciatura v Italiji,Sing,Fem
872,Apostolska nunciatura pri Evropski uniji,Sing,Fem
873,Apostolska nunciatura na Tajskem,Sing,Fem
874,Apostolska nunciatura na Cookovih otokih,Sing,Fem
875,Filozofska fakulteta v Moskvi,Sing,Neut
876,Akademija umetnosti v Banja Luki,Sing,Fem
877,"Fakulteta za filozofijo, znanstveno teorijo in religiologijo v Münchnu",Sing,Fem
878,Farmacevtska fakulteta v Tuzli,Sing,Neut
879,Znanstvno združenje Gottfrieda Wilhelma Leibniza,Sing,Neut
880,Apostolska nunciatura v Grčiji,Sing,Fem
881,Apostolska nunciatura v Gvatemali,Sing,Fem
882,Konzulat Republike Slovenije v Potsdamu,Sing,Masc
883,Visoka zdravstvena šola v Mostarju,Sing,Fem
884,Burgtheater,Sing,Masc
