,entity,number,gender
619,Fundacja im.,Sing,
620,Brata Alberta,Sing,Fem
621,FCR 2001 Duisburg,Sing,Masc
622,AZS UMK Toruń,Sing,
623,Hamburg Freezers,Sing,Masc
624,Pogoń Siedlce,Sing,
625,IK Oskarshamn,Sing,Masc
626,Żydowska Organizacja Bojowa,Sing,Fem
627,GKS Katowice,Sing,Fem
628,Djurgårdens IF,Sing,Masc
629,Rolnik Biedrzychowice,Sing,Masc
630,Edmund Chodyński,Sing,Masc
631,Polska Fundacja Przedsiębiorczości,Sing,Fem
632,Fundacja Duży Format,Sing,
633,Fundacja im.,Sing,
634,Kazimierza Wielkiego,,
635,Instytut Wschodni „Reduta”,Sing,Masc
636,Fundacja Rodziny Józefa Piłsudskiego,Sing,Masc
637,D-Kiekko,,
638,KKS Zabrze,,
639,Pokucie Kołomyja,Sing,Masc
640,Maine Celtics,Sing,Masc
641,Foundation for Economic Education,Sing,Masc
642,KKS Kolejarz Gliwice,Sing,Masc
643,Lehigh Valley Phantoms,Sing,Masc
644,Unione Sindacale Italiana,Sing,Masc
645,Związek Polaków „Zgoda”,Sing,Masc
646,Znicz Jarosław,Sing,Masc
647,Mistrzostwa Polski w piłce nożnej kobiet,Plur,Neut
648,Zjednoczeni Września,Plur,Neut
649,Liberty International,Sing,Masc
650,Łódzkie Chrześcijańskie Towarzystwo Dobroczynności,Sing,Neut
651,Maroussi BC,Sing,Masc
652,HC Csíkszereda,Sing,Masc
653,Madrid CFF,Plur,Fem
654,Hapoel Safed,Sing,Masc
655,Łewy Lwów,Plur,Masc
656,TuTo Hockey,,
657,Związek Polaków w Prusach Wschodnich,Sing,Masc
658,Krajowe Centrum Roślinnych Zasobów Genowych,Sing,Neut
659,EHC Red Bull Monachium,Sing,Masc
660,KeuPa HT,Sing,Masc
661,Fundacja Ecobaltic,Sing,Fem
662,Instytut Badania Współczesnych Problemów Kapitalizmu,Sing,Masc
663,Amurskije Tigry Chabarowsk,Sing,Masc
664,Iisalmen Peli-Karhut,Sing,Masc
665,Dinamo Bałaszycha,Sing,Masc
666,Big Brothers Big Sisters,Sing,Masc
667,Obywatele RP,Sing,Fem
668,Peoria Rivermen,Sing,Masc
669,Baloncesto Fuenlabrada,Sing,Masc
670,KKS Drogbruk Kalisz,Sing,Masc
671,Wielka Orkiestra Świątecznej Pomocy,Sing,Fem
672,Christian-Schad-Stiftung Aschaffenburg,Sing,Masc
673,Tappara Tampere,Sing,Masc
674,OpenStreetMap Foundation,Sing,Masc
675,Socjalistyczna Organizacja Bojowa,Sing,Fem
676,Bàsquet Manresa,Sing,Masc
677,Chimik Jużne,Sing,Masc
678,Sparta Złotów,Sing,Masc
679,Traktor Czelabińsk,Sing,Masc
680,Lewiston MAINEiacs,Sing,Masc
681,Orlando Solar Bears,Sing,Masc
682,SMS PZKosz Łomianki,Sing,Masc
683,Polskie Towarzystwo Terapeutyczne,Sing,Neut
684,Astoria Bydgoszcz,Sing,Fem
685,Miami Floridians,Sing,Masc
686,Instytut Allerhanda,Sing,Masc
687,Stowarzyszenie Memoriał,Sing,Masc
688,CSKA Sofia,Sing,Fem
689,Polish Yachting Association of North America,Sing,Masc
690,Mountfield Hradec Králové,Sing,Masc
691,Quad City Mallards,Sing,Masc
692,TKS Toruń,Sing,
693,Adirondack Frostbite,Sing,Masc
694,Colorado Eagles,Sing,Neut
695,Chicago Bulls,Sing,Neut
696,Brookings Institution,Plur,Masc
697,Jerzy Wojciech Borejsza,Sing,Masc
698,KTH Krynica,Sing,Masc
699,R.C.,Sing,Neut
700,Mechelen,Sing,Masc
701,HK Szachcior Soligorsk,Sing,Masc
702,Grand Rapids Griffins,Sing,Neut
703,Fundacja „Golgota Wschodu”,Sing,Fem
704,Instytut Metalurgii i Inżynierii Materiałowej im.,Sing,Masc
705,Aleksandra Krupkowskiego Polskiej Akademii Nauk,Sing,Fem
706,Tarpan Poznań,Sing,Masc
707,Milwaukee Bucks,Sing,Neut
708,Michigan Wolverines,Sing,Masc
709,Mietałłurg Nowokuźnieck,Sing,Masc
710,Fundacja Wspierania Kultury Magna Res,Sing,Fem
711,Fundacja Editions Spotkania,Sing,Fem
712,Libertas Livorno,,
713,Fundacja Inicjatyw Menedżerskich,Plur,Fem
714,Pogoń Prudnik,Sing,Masc
715,EC Bregenzerwald,Sing,Masc
716,Western Eagles FC,Sing,Masc
717,SL Benfica,Sing,Fem
718,Tołpar Ufa,Sing,Masc
719,Vancouver Giants,Sing,Masc
720,Maccabi Nazaret YMCA,Sing,
721,Włodzimierz Miszewski,Sing,Masc
722,TS Mitech Żywiec,Sing,Masc
723,Żytomierski Obwodowy Związek Polaków na Ukrainie,Sing,Fem
724,American Society for Cell Biology,Sing,Masc
725,Łokomotiw Orsza,Sing,Masc
726,Riazań-WDW Riazań,Plur,Neut
727,Baie-Comeau Drakkar,Sing,Neut
728,Fundacja Wspomagania Wsi,Sing,Fem
729,Minnesota North Stars,Sing,Masc
730,Forum Energii,Sing,Neut
731,Fundacja Rozwoju Demokracji Lokalnej im.,Sing,Fem
732,Jerzego Regulskiego,Sing,Masc
733,HK Krzemieńczuk,Sing,Masc
734,Polna Przemyśl,Sing,Fem
735,Pittsburgh Pipers,Sing,Masc
736,Cibona Zagrzeb,Sing,Masc
737,Polskie Towarzystwo Nadciśnienia Tętniczego,Sing,Neut
738,Robotnicza Partia Polskich Socjalistów,Sing,Fem
739,EHC Basel,Sing,Masc
740,Jan Węglarz,Sing,Masc
741,Cleveland Charge,Sing,Masc
742,Bayern Monachium,Sing,Masc
743,AZS Politechnika Radomska,Sing,Fem
744,KK Zadar,Sing,Masc
745,Fundacja Panoptykon,Sing,Fem
746,Polskie Towarzystwo Onkologiczne,Sing,Neut
747,Springfield Falcons,Sing,Neut
748,BK JIP Pardubice,Sing,Masc
749,Donneczanka-CPOR Donieck,Sing,Fem
750,California Golden Seals,Plur,Neut
751,Sibir Nowosybirsk,Sing,Masc
752,Fundacja na rzecz Polskiej Młodzieży im.,Sing,
753,Ludwika Rajchmana,Sing,Fem
754,Polski Ośrodek Katolicki w Leamington Spa,Sing,Masc
755,ASVEL Lyon-Villeurbanne,Sing,Masc
756,Storhamar Dragons,Sing,Masc
757,Jan Bytnar,Sing,Masc
758,Centrum Praw Kobiet,Sing,Neut
759,EC VSV,,
760,Politechnik Kijów,Sing,Masc
761,Fundacja Katarynka,Sing,Fem
762,Ruderman Family Foundation,Sing,Masc
763,Richard Dawkins Foundation for Reason and Science,Sing,Masc
764,ŽNK Krka,Sing,Masc
765,Zagłębie Sosnowiec,Sing,Neut
766,Victoriaville Tigres,Sing,Masc
767,Warszawska Kasa Przezorności i Pomocy dla Literatów i Dziennikarzy,Sing,Fem
768,San Sebastián Gipuzkoa BC,Sing,Masc
769,Związek Polaków w Czechosłowacji,Sing,Masc
770,Umeå IK,Sing,Masc
771,Boston Celtics,Sing,Masc
772,Jan Kąkolewski,Sing,Masc
773,Starbulls Rosenheim,Sing,Neut
774,Stal Sanok,Sing,Masc
775,Ottawa 67's,,
776,Północno-Amerykańskie Studium Spraw Polskich,Sing,Masc
777,Cleveland Monsters,Sing,Neut
778,Vėtra Wilno,Sing,Masc
779,HK Tambow,Sing,Masc
780,Russkije Witiazi Czechow,Sing,Masc
781,STS Sanok,Sing,Masc
782,Fundacja Civis Polonus,Sing,Fem
783,Walter Rzeszów,Sing,Masc
784,ATEK Kijów,Sing,Masc
785,Społeczność Akademicka Uniwersytetu Stefana Batorego,Sing,Fem
786,Diskos Jyväskylä,Sing,Masc
787,Trans-Fuzja,Sing,Fem
788,Stanisław Mackiewicz,Sing,Masc
789,Rimouski Océanic,Sing,Masc
790,The SING Campaign,Sing,Masc
791,Oklahoma City Thunder,Sing,Fem
792,Instytut Spraw Zagranicznych,Sing,Masc
793,Rovaniemen Kiekko,Sing,Masc
794,HCP Poznań,Sing,Masc
795,EC KAC,,
796,Quebec Nordiques,Sing,Neut
797,HK Mohylew,Sing,Masc
798,FCU Olimpia Cluj,Sing,Masc
799,EC Bad Nauheim,,
800,Polska Fundacja im.,Sing,
801,Roberta Schumana,Sing,Masc
802,Stowarzyszenie KS Spójnia Stargard,Sing,
803,Polska Fundacja dla Afryki,Sing,Fem
804,Krywbas Krzywy Róg,Sing,Masc
805,HK Ałmaty,Sing,Masc
806,St.,Sing,Masc
807,Louis Eagles,Sing,Masc
808,Poznaniak Poznań,Sing,Masc
809,Hrafit Zaporoże,,
810,Związek Polaków na Białorusi,Sing,Fem
811,Mołot-Prikamje Perm,Sing,Masc
812,Nieftianik Almietjewsk,Sing,Masc
813,Rekord Bielsko-Biała,Sing,Masc
814,Calgary Hitmen,Sing,Masc
815,MsHK Žilina,Sing,Masc
816,Lakeland Magic,Plur,Neut
817,Barrie Colts,Sing,Masc
818,SC Bern,Sing,Masc
819,Atlanta Thrashers,Sing,Fem
820,Ekspres Lwów,Sing,Masc
821,Stowarzyszenie Polskich Kombatantów w Stanach Zjednoczonych,Sing,Masc
822,Nieftianik Leninogorsk,Sing,Masc
823,Fundacja Archeologia Fotografii,Sing,Fem
824,HC Keski-Uusimaa,Sing,Masc
825,Global.Lab,,
826,Saimaan Pallo,Sing,Masc
827,Warszawianka,Sing,Fem
828,Iżstal Iżewsk,Sing,Masc
829,Växjö Lakers,Sing,Masc
830,Fundacja Truckers Life,Sing,Fem
831,Frölunda HC,Sing,Masc
832,Siewierstal Czerepowiec,Sing,Masc
833,Polskie Centrum Pomocy Międzynarodowej,Sing,Neut
834,Kalamazoo Wings,Sing,Masc
835,Fundacja imienia Hansa Böcklera,Sing,Fem
836,Gentofte Stars,Sing,Neut
837,Manchester Monarchs,Sing,Masc
838,Stal Ostrów Wielkopolski,Sing,Fem
839,Fundacja Książąt Lubomirskich,Sing,Fem
840,Fundacja Ekologia i Sztuka,Sing,Fem
841,Witold Skrabalak,Sing,Masc
842,Ubuntu Foundation,Sing,Masc
843,Hartford Wolf Pack,Sing,Masc
844,Gwardia Warszawa,Sing,Fem
845,Bogusław Nizieński,Sing,Masc
846,Kubań Krasnodar,Sing,Masc
847,KHK Crvena zvezda,Sing,
848,Fundacja św.,Sing,Fem
849,Włodzimierza Chrzciciela Rusi Kijowskiej,,
850,Lempäälän Kisa,Sing,Masc
851,Kułagier Pietropawłowsk,Sing,Masc
852,Peterborough Petes,Sing,Masc
853,Ogólnopolski Związek Zawodowy Lekarzy,Sing,Masc
854,Paris Saint-Germain F.C.,Sing,Masc
855,Gryf Toruń,Sing,Masc
856,Zjednoczenie Polskie Rzymsko-Katolickie w Ameryce,Sing,Neut
857,Zbigniew Mitzner,Sing,Masc
858,Moskitos Essen,Sing,Masc
859,Blainville-Boisbriand Armada,Sing,Masc
860,Polski Związek Kulturalno-Oświatowy,Sing,Fem
861,Saławat Jułajew Ufa,Sing,Masc
862,Fundacja Fotografia dla Przyszłości,Sing,Fem
863,Fundacja Kapucyńska im.,Sing,
864,bł.,Sing,Masc
865,Aniceta Koplińskiego,Sing,Masc
866,Polska Partia Praw Człowieka,Sing,Fem
867,VfL Wolfsburg,Sing,Masc
868,Anderson Packers,Sing,Masc
869,Fundacja im.,Sing,
870,Stefana Batorego,Sing,Masc
871,Instytut Badawczy Leśnictwa,Sing,Masc
872,The British-Polish Correspondence Club,Sing,Masc
873,Polskie Towarzystwo Neurologiczne,Sing,Neut
874,Žalgiris Kowno,,
875,Sowinformbiuro,,
876,Polskie Towarzystwo Rehabilitacji,Sing,Neut
877,Polonia Bytom,Sing,Fem
878,Wilki Morskie Szczecin,Plur,Fem
879,Czajka Niżny Nowogród,,
880,Levallois Sporting Club Basket,Sing,Masc
881,Instytut Kolejnictwa,Sing,Masc
882,Stowarzyszenie Pogotowie Kulturalno-Społeczne,Sing,Neut
883,Kryżynka Kijów,Sing,Fem
884,AZ Alkmaar,Sing,Masc
885,SC Bietigheim-Bissingen,Sing,Neut
886,ŻFK Mariupol,Sing,Masc
887,Noteć Inowrocław,,
888,Odense Bulldogs,Sing,Masc
889,Polska Fundacja Kulturalna,Sing,Fem
890,Erie Otters,Plur,Neut
891,Arkansas Razorbacks,Sing,Masc
892,EMS Podilla Winnica,Sing,Masc
893,KK Vršac,,
894,Fundacja Otwarty Dialog,Sing,Fem
895,Fundacja Orange,Sing,Fem
896,Fundacja Instytut Badań Rynkowych i Społecznych IBRiS,Sing,Fem
897,HC 05 Banská Bystrica,Sing,Masc
898,Minnesota Wild,Sing,Masc
899,Kokkolan Hermes,Sing,Masc
900,Servette Genewa,Plur,Neut
901,Sportino Inowrocław,Sing,Masc
902,Timrå IK,Sing,Masc
903,Fundacja Rozwoju Sportu w Lublinie,Sing,Fem
904,Rulav Odd Charków,Sing,Masc
905,Historyczne składy Spójni Stargard,Plur,Masc
906,Life Extension Foundation,Sing,Masc
907,Springfield Thunderbirds,Sing,Neut
908,Wiesław Protschke,Sing,Masc
909,HC Bolzano,Sing,Masc
910,IF Sundsvall Hockey,Sing,Masc
911,FC Barcelona Femení,Sing,Masc
912,Basket Trapani,Sing,Masc
913,Łada Togliatti,Sing,Masc
914,Maine Mariners,Sing,Neut
915,HK Kurbads,Sing,Masc
916,Indy Fuel,Sing,Fem
917,Kolegium Europy Wschodniej im.,,
918,Jana Nowaka-Jeziorańskiego we Wrocławiu,Sing,Masc
919,Anaheim Ducks,Sing,Neut
920,WKS Zakopane,,
921,Fundacja im.,Sing,
922,Kazimierza Pułaskiego,,
923,Fundacja Równości,Sing,Fem
924,Lørenskog IK,Sing,Masc
925,Kalevan Pallo,Sing,Masc
926,Amazon Grimstad FK,Sing,Fem
927,Stoczniowiec Gdańsk,Sing,Masc
928,Polskie Towarzystwo Kardiologiczne,Sing,Neut
929,Stary Łuck-Uniwersytet Łuck,Sing,Masc
930,Sławija Kijów,Sing,Masc
931,Winnipeg Jets,Sing,Masc
932,HC Thurgau,Sing,Masc
933,Sheffield Steelers,Sing,Neut
934,Czornomoroczka Odessa,Sing,Fem
935,Miłość Nie Wyklucza,Sing,
936,Brygada Syndykalistyczna,Sing,Fem
937,Fundacja DKMS,Sing,Fem
938,Włoska Partia Republikańska,Sing,Fem
939,HK Czeboksary,Sing,Masc
940,Fundacja „Lux Veritatis”,Sing,Masc
941,ŁKS Łódź,Sing,
942,Instytut Spraw Obywatelskich,Sing,Masc
943,Zakład Systemów Dyspozytorskich,Sing,Masc
944,Füchse Duisburg,Sing,Masc
945,Społeczna Fundacja Pamięci Narodu Polskiego,Sing,Fem
946,Fundacja Edukacja dla Demokracji,Sing,Fem
947,HK Dmitrow,Sing,Masc
948,Rieaktor Niżniekamsk,Sing,Masc
949,Brompton,Sing,Masc
950,KK Świecie,Sing,Masc
951,HC Merano,,
952,Centrum Kultury Polskiej i Dialogu Europejskiego w Iwano-Frankiwsku,Sing,Neut
953,Owen Sound Attack,Sing,Masc
954,Polfarmex Kutno,Sing,Masc
955,Górnik Katowice,Sing,Masc
956,Research Triangle Institute,Sing,Masc
957,Massachusetts Medical Society,Sing,Masc
958,Józef Kobiałko,Sing,Masc
959,Students for Liberty,Sing,Fem
960,Amerykańska Akademia Okulistyki,Sing,Fem
961,Klaster LifeScience Kraków,Sing,Masc
962,GSS Grodzisk Wielkopolski,Sing,Masc
963,AZS AJP Gorzów Wielkopolski,Sing,Fem
964,Start Gdynia,Sing,Masc
965,Arłan Kokczetaw,Sing,Masc
966,Makkabi Kraków,Sing,Masc
967,TS Wisła Can-Pack Kraków,,
968,Virtus Bolonia,Sing,Masc
969,Obotritia,Sing,Fem
970,Löwen Frankfurt,Sing,Masc
971,Fundacja Słowo i Kropka,Sing,Fem
972,Rubin Tiumeń,Sing,Masc
973,Utah Grizzlies,Sing,Masc
974,TS Ostrovia,Sing,Fem
975,Republikańskie Społeczne Zjednoczenie „Harcerstwo”,Sing,Neut
976,HC Pilzno 1929,,
977,Komitet Ochotników Polskich,Sing,Masc
978,Piast Cieszyn,Plur,Fem
979,Asiago Hockey,Sing,Masc
980,KS Hes BasketBall Wrocław,Sing,Masc
981,PTS Lider Pruszków,Sing,Masc
982,Fundacja Rosa,Sing,Fem
983,Arbeitsgruppe „Solidarność”,Sing,Masc
984,Eschweiler-Aachen,Sing,Masc
985,Łódzkie Żydowskie Towarzystwo Dobroczynności,Sing,Neut
986,Ritten Sport,Sing,Masc
987,Bayern Monachium,Sing,Masc
988,Cracovia,Sing,Fem
989,Fundacja na rzecz Nauki Polskiej,Sing,Fem
990,Zastal Zielona Góra,Sing,Fem
991,UMMC Jekaterynburg,Sing,Masc
992,Illicziwka Mariupol,Sing,Fem
993,AZS-AWF Katowice,Sing,Masc
994,Arsenal W.F.C.,Sing,Masc
995,Omaha Ak-Sar-Ben Knights,Sing,Masc
996,Sheboygan Red Skins,Sing,Masc
997,Jatrań Berestiweć,Sing,
998,Tiwali Mińsk,Plur,Masc
999,Zwolnieni z Teorii,Plur,Masc
1000,Montreal Canadiens,Sing,Masc
1001,Światowy Związek Żołnierzy Armii Krajowej,Sing,Masc
1002,RCD Espanyol Femenino,Sing,Masc
1003,Polskie Towarzystwo Zespołu Aspergera,Sing,Neut
1004,Fundacja Jolanty i Leszka Czarneckich,Sing,Masc
1005,Rouen Hockey Élite 76,Plur,Masc
1006,Indianapolis Jets,Sing,Masc
1007,Stowarzyszenie Dziennikarzy Podróżników Globtroter,Sing,Masc
1008,Polska Socjalistyczna Partia Robotnicza,Sing,Fem
1009,Polish American Historical Association,Sing,Masc
1010,Formacje Bojowo-Milicyjne Polskich Socjalistów,Plur,Fem
1011,Fundacja Aktywizacja,Sing,Fem
1012,Instytut Globalnej Odpowiedzialności,Sing,Masc
1013,Towarzystwo Wychowania Fizycznego „Junak”,Sing,Neut
1014,Stalnyje Lisy Magnitogorsk,Sing,
1015,Panathinaikos BC,Sing,Masc
1016,Sokół Łańcut,Plur,Neut
1017,Spartak Ługańsk,Sing,Masc
1018,HKm Zvolen,Sing,Neut
1019,Wisła Kraków,Sing,Fem
1020,Edinburgh Capitals,Sing,Masc
1021,Grizzlys Wolfsburg,Sing,Masc
1022,Centrum Edukacji Obywatelskiej,Sing,Fem
1023,Toronto Maple Leafs,Sing,Masc
1024,Julian Skokowski,Sing,Masc
1025,Fundacja Wojskowości Polskiej,Sing,Fem
1026,Frankfurt Lions,Sing,Masc
1027,Sacramento Monarchs,,
1028,Spartak Kijów,Plur,Masc
1029,Val-d’Or Foreurs,Sing,Masc
1030,Modo Hockey,Sing,Fem
1031,Fundacja Instytut Studiów Wschodnich,Sing,Fem
1032,Fundacja Polskich Kolei Wąskotorowych,Sing,Fem
1033,Diables Rouges de Briançon,Sing,Masc
1034,Start Lublin,Sing,Masc
1035,Brose Baskets,Sing,Masc
1036,Medyk Konin,Sing,Masc
1037,Frisk Asker,Sing,Masc
1038,HK Brześć,Sing,Masc
1039,Kielecki Ochotniczy Szwadron Kawalerii im.,Sing,Masc
1040,13 Pułku Ułanów Wileńskich,Sing,Masc
1041,Instytut Melioracji i Użytków Zielonych,Sing,Masc
1042,Polskie Towarzystwo Fizjoterapii,Sing,Neut
1043,Cape Breton Screaming Eagles,Sing,Masc
1044,Zakład Narodowy im.,Sing,Masc
1045,Ossolińskich,Plur,Masc
1046,Fundacja Elektrowni Rybnik,Sing,Fem
1047,Piotr Grabowski,Sing,Masc
1048,AZS Poznań,Sing,
1049,St.,Sing,Masc
1050,John’s Maple Leafs,Sing,Masc
1051,Cracovia,Sing,Fem
1052,Fundacja Polskie Orły,Sing,Fem
1053,Kompańjon Kijów,Sing,Masc
1054,Fundacja Ukryte Skrzydła,Sing,Fem
1055,Fundacja Bęc Zmiana,Sing,Fem
1056,HC Poruba,Sing,Masc
1057,Czełmiet Czelabińsk,Sing,Masc
1058,Morski Instytut Rybacki,Sing,Masc
1059,HK Riazań,Sing,Masc
1060,Saint John Sea Dogs,Sing,Masc
1061,Arystan Temyrtau,Sing,Masc
1062,Atlas Network,Sing,Masc
1063,Zenit Petersburg,Sing,Masc
1064,Fundacja Huberta Jerzego Wagnera,Sing,Fem
1065,Fundacja Court Watch Polska,Sing,Fem
1066,EV Ravensburg,Sing,Masc
1067,Iowa Stars,Plur,Neut
1068,Łada Togliatti,Sing,Masc
1069,Karşıyaka Basket,Sing,Neut
1070,HK 95 Považská Bystrica,Sing,Masc
1071,San Antonio Spurs,Sing,Masc
1072,HK Nitra,Sing,Masc
1073,Victoria Libertas Pesaro,Plur,Neut
1074,UTH Rosa Radom,Sing,Fem
1075,Fortitudo Bolonia,Sing,Fem
1076,Herning Blue Fox,Sing,Masc
1077,Heinolan Peliitat,Sing,Masc
1078,Dom samotnej matki,Sing,Masc
1079,Orla Straż,Sing,
1080,Fundacja Tumult,Sing,Fem
1081,HDD Olimpija Lublana,Sing,Masc
1082,Instytut Nowych Syntez Chemicznych,Plur,Neut
1083,HK Kramatorsk,Sing,Masc
1084,Łoko Jarosław,Sing,Masc
1085,WWS Moskwa,Sing,Masc
1086,Instytut Praw Pacjenta i Edukacji Zdrowotnej,Sing,Masc
1087,Espoon Kiekkoseura,Sing,Masc
1088,Wheeling Nailers,Sing,Masc
1089,Szkoła Baletowa w Krakowie,Sing,Fem
1090,Ogólnopolska Organizacja na rzecz Walki z Rakiem Szyjki Macicy,Sing,Fem
1091,Centrum Analiz Społeczno-Ekonomicznych,Sing,Neut
1092,Medal Ignacego Paderewskiego,Sing,Masc
1093,Zaporiźki Morżi Zaporoże,Sing,Masc
1094,Hładiator Lwów,Sing,Masc
1095,Swift Current Broncos,Sing,Masc
1096,Allen Americans,Sing,Masc
1097,Polskie Towarzystwo Zapobiegania Narkomanii,Sing,Neut
1098,Advocates for Self-Government,Sing,Masc
1099,Edmonton Oil Kings,Sing,Masc
1100,Fundacja „Świat na Tak”,Sing,Fem
1101,Calgary Flames,Sing,Masc
1102,BK Opava,Sing,Masc
1103,Polska Partia Ludowa,Sing,Fem
1104,1.,Sing,Masc
1105,FC AZS AWF Katowice,Sing,Masc
1106,Związek Podhalan w Północnej Ameryce,Sing,Masc
1107,Władysław Głuchowski,Sing,Masc
1108,Montreal Maroons,Sing,Fem
1109,Toronto Blueshirts,Sing,Masc
1110,THK Twer,Sing,Masc
1111,AEK BC,Sing,Neut
1112,South Carolina Stingrays,Sing,Fem
1113,Ałmaz Czerepowiec,Sing,Masc
1114,Stavanger Oilers,Sing,Masc
1115,HK Czełny,Sing,Masc
1116,Virgin Unite,Sing,Masc
1117,IF Troja-Ljungby,Sing,Masc
1118,Fundacja Astronomii Polskiej im.,Sing,Fem
1119,Mikołaja Kopernika,Sing,Fem
1120,BK Häcken,Sing,Masc
1121,Atlanta Dream,Sing,
1122,BK Charków,Sing,Masc
1123,Bílí tygři Liberec,Sing,
1124,HK Liepājas Metalurgs,Sing,Masc
1125,Hannover Scorpions,Sing,Masc
1126,Fehérvár AV19,Sing,Masc
1127,Muzyka Odnaleziona,Sing,Fem
1128,Polski Ośrodek Społeczno-Kulturalny,Sing,Masc
1129,Esja UMFK Reykjavík,Sing,Fem
1130,Instytut Romana Dmowskiego w Chicago,Sing,Masc
1131,Irbis Kazań,Sing,
1132,Leksands IF,Sing,Masc
1133,Instytut Badań Rynku,Sing,Masc
1134,Kaiser-Wilhelm-Gesellschaft,Sing,Masc
1135,Polski Komitet do Zwalczania Raka,Sing,Masc
1136,Górnik Janów,Sing,Masc
1137,Jupiter Charków,Sing,Masc
1138,Katolickie Stowarzyszenie Lekarzy Polskich,Sing,Masc
1139,Instytut Studiów Strategicznych,Sing,Masc
1140,HC Ajoie,Sing,Masc
1141,HC Ołomuniec,Sing,Masc
1142,Buffalo Sabres,Sing,Neut
1143,Dinamo Moskwa,Sing,Masc
1144,Warszawskie Towarzystwo Neurologiczne,Sing,Neut
1145,Sacramento Kings,Sing,Masc
1146,Widzew Łódź,Sing,
1147,Fundacja Dziecięca Fantazja,Sing,Fem
1148,Start Łódź,Sing,
1149,MK PZKO Karwina-Sowiniec,Sing,Masc
1150,Mordowija Sarańsk,Sing,Fem
1151,American Society for Microbiology,Sing,Masc
1152,BK Donieck,Sing,Masc
1153,Awtomobilist Jekaterynburg,Sing,Masc
1154,SKIF Lwów,Sing,Masc
1155,Główny Instytut Górnictwa,Sing,Masc
1156,BC Ostenda,Sing,Masc
1157,New York Rangers,Sing,Masc
1158,Szachtar Donieck,Sing,Masc
1159,Fundacja Pogranicze,Sing,Fem
1160,Braspol,Sing,Masc
1161,Uniks Kazań,Sing,
1162,Baildon Katowice,Sing,Masc
1163,Fundacja Kwiaty Polskie,Sing,Fem
1164,Naprzód Janów,Plur,Masc
1165,Feminoteka,Sing,Fem
1166,Fundacja Kresy-Syberia,Sing,Fem
1167,BioLogos Foundation,Sing,Masc
1168,Komisja Fulbrighta,Sing,Fem
1169,KS Sudety Jelenia Góra,Sing,Masc
1170,BK Odessa,Sing,Masc
1171,Chimik Nowopołock,Sing,Masc
1172,HK Prizma Ryga,Sing,Masc
1173,SKA-1946 Sankt Petersburg,Sing,Masc
1174,Pittsburgh Ironmen,Sing,Masc
1175,Instytut Pojazdów Szynowych „Tabor”,Sing,Masc
1176,Colorado Avalanche,Sing,Masc
1177,EV Zug,Sing,Masc
1178,GKS Tychy,Sing,Masc
1179,CH Gasteiz,Sing,Masc
1180,Fundacja Kopernikowska,Sing,Fem
1181,Olimpia Szczecin,Sing,
1182,Fundacja Monumentum Iudaicum Lodzense,Sing,Fem
1183,La Strada,Sing,Fem
1184,Awangard Omsk,Sing,Masc
1185,Fundacja Instytut Rozwoju Regionalnego,Sing,Fem
1186,Fundacja Serce Dziecka,Sing,Fem
1187,Górnik Pszów,Sing,Masc
1188,Odra Opole,Sing,
1189,Kolejarz Łódź,Sing,
1190,Instytut Juliusa Kühna,Sing,Masc
1191,Ak Bars Kazań,Sing,Neut
1192,Ros Casares Valencia,Sing,Fem
1193,Wisła Tczew,Sing,Fem
1194,AZS Lublin,Sing,Fem
1195,Fundacja Badań i Rozwoju Nauki,Sing,
1196,SKM Nowa Sól,Sing,
1197,Fundacja im.,Sing,
1198,Zofii Rydet,Sing,Fem
1199,Providence Steamrollers,Plur,Fem
1200,Fundacja Wisławy Szymborskiej,,
1201,Vålerenga Ishockey,Sing,Fem
1202,Harcerstwo Polskie w Republice Czeskiej,Sing,Fem
1203,Resovia,Sing,Fem
1204,Centrum im.,Sing,Neut
1205,Adama Smitha,Sing,Fem
1206,Andrzej Paczkowski,Sing,Masc
1207,Program stypendialny im.,Sing,
1208,Lane’a Kirklanda,Sing,Fem
1209,Absolwenci Łódź,Sing,
1210,Medvědi Beroun 1933,Sing,Masc
1211,Działaj Lokalnie,Sing,
1212,Pomorzanin Toruń,Sing,Masc
1213,Dresdner Eislöwen,Sing,Masc
1214,Rawia Rawicz,Sing,Fem
1215,CSK WWS Samara,Sing,Masc
1216,Újpesti TE,Plur,Fem
1217,Muzeum Wirtualne im.,Sing,Neut
1218,Władysława Piotrowskiego,Sing,Fem
1219,Generals Kijów,Sing,Masc
1220,Czarni Słupsk,Sing,Masc
1221,Nasze Skały,Plur,Fem
1222,Mikkelin Jukurit,Sing,Masc
1223,Centrum Badań i Innowacji Pro-Akademia,Sing,Neut
1224,Salt Lake City Stars,Sing,Masc
1225,Ukraiński Instytut Naukowy w Warszawie,Sing,Masc
1226,Fundacja Sztuki Współczesnej – In Situ,Sing,Fem
1227,Zamłynie Radom,Plur,Masc
1228,Norbert Wójtowicz,Sing,Masc
1229,Basket Poznań,Sing,
1230,HC Vítkovice,Sing,Masc
1231,Sibirskije Snajpiery Nowosybirsk,Sing,Masc
1232,Krasnaja Armija Moskwa,Sing,Fem
1233,Niemiecki Instytut Historyczny w Warszawie,Sing,Masc
1234,Rapperswil-Jona Lakers,Plur,Neut
1235,Zakład Automatyzacji Powierzchniowej,Sing,Masc
