,entity,number,gender
659,Meri (politická strana),Sing,Masc
660,18. dobrovolnická divize tankových granátníků SS „Horst Wessel“,Sing,Fem
661,Jysk,Sing,Masc
662,MV Agusta,,Neut
663,Southwest Airlines,Plur,Fem
664,Labouristická strana (Malta),Sing,Fem
665,Tožské lidové hnutí,Sing,Neut
666,Farní sbor Slezské církve evangelické augsburského vyznání v Třinci,Sing,Masc
667,Plzeňsko-březenská dráha,Sing,Fem
668,Zemský archiv v Opavě,Sing,Masc
669,Berijev,Sing,Masc
670,Agudat Jisra'el,Sing,Masc
671,Monarch Airlines,,
672,EUROSAI,,
673,Evropská filmová akademie,Sing,Fem
674,Revoluční scéna,Sing,Fem
675,NHK,,Neut
676,Abstraction-Création,Sing,Masc
677,Strana slobody,Sing,Fem
678,Moskvič,Sing,Masc
679,Bear Stearns,Sing,Masc
680,Evangelická luterská synoda,Sing,Fem
681,Neodvislá radikální sociálně demokratická strana,Sing,Fem
682,Fischerwerke,,
683,Moderní studio (divadlo),Sing,Neut
684,Bioderma,Sing,Fem
685,Mifleget ha-ichud,Sing,
686,Müller a Kapsa,Sing,Masc
687,Arcidiecéze washingtonská,Sing,Fem
688,NRK,Sing,Masc
689,Hitlerjugend,Sing,Masc
690,Hainan Airlines,Plur,Fem
691,Vattenfall,,
692,Technisches Hilfswerk,Sing,Masc
693,Pierre Lannier,Sing,Masc
694,Komunistická strana Sovětského svazu,Sing,Fem
695,Thai Airways,,
696,"Alfred Kunze, Továrna na stroje a osobní automobily",Sing,Masc
697,Avro,Sing,Neut
698,Ja'ad-Hnutí za lidská práva,,
699,Diecéze Altava,Sing,Fem
700,Jugoslávská muslimská organizace,Sing,Fem
701,MI5,Sing,
702,DARPA,Sing,Fem
703,ISOCARP,Sing,Masc
704,Revoluční výbor čínského Kuomintangu,Sing,Masc
705,Samtökin '78,Sing,Masc
706,Evropský olympijský výbor,Sing,Masc
707,4. armáda (mobilizace 1938),,
708,Mezinárodní tenisová federace,Sing,Fem
709,Československá lidová armáda,Sing,Fem
710,Doležalovo kvarteto,Sing,Neut
711,Slovenska ljudska stranka,Plur,Neut
712,Evropská basketbalová federace,Sing,Fem
713,Junges Bern,Sing,Masc
714,Fedcupový tým Jugoslávie,Sing,Masc
715,Německá spolková banka,Sing,Fem
716,FedEx,Sing,Masc
717,Studio Ghibli,Sing,Neut
718,Mezinárodní rada pro památky a sídla,Sing,Fem
719,Nakladatelství Cor Jesu,Sing,Neut
720,Na'amat,,
721,Demokratické shromáždění,Sing,Neut
722,Hells Angels,Sing,Masc
723,Maltská politická unie,Sing,Fem
724,Náboženská obec Církve československé husitské v Lužné,Sing,Fem
725,Einsatzkommando 14,Sing,Neut
726,Československá asociace fotbalová,Sing,Fem
727,Chick-fil-A,Sing,Masc
728,Bratrská jednota baptistů Ostrava,Sing,Fem
729,Nadace Gerdy Henkelové,Sing,Fem
730,Evropská asociace turistických klubů,Sing,Fem
731,TSMC,Sing,Masc
732,Mezinárodní judistická federace,Sing,Fem
733,Munich Re,Sing,Masc
734,David et Jonathan,Sing,Masc
735,Občanské fórum Trutnov,Sing,Neut
736,Flybe,Sing,Masc
737,Deutsche Licenz Tatra,,Masc
738,Spolkový úřad pro ochranu ústavy,Sing,Masc
739,Dělnická strana Belgie,Sing,Fem
740,Kamerunská lidová národní úmluva,Sing,Fem
741,Londýnský filharmonický orchestr,Sing,Masc
742,Česká vexilologická společnost,Sing,Fem
743,Třetí vláda Milana Hodži,Sing,Fem
744,Rhymers' Club,Sing,Masc
745,Silicon Graphics,Sing,Masc
746,Basler Electric,Sing,Masc
747,Výzkumný ústav práce a sociálních věcí,Sing,Masc
748,Státní zemědělské nakladatelství,Sing,Neut
749,LATAM Chile,,
750,Al-Káida,Sing,Masc
751,Women's Social and Political Union,Sing,Masc
752,Ústav pro výzkum radiotechniky Opočínek,Sing,Masc
753,Jáchymovské doly,Plur,Masc
754,Svenska Scoutrådet,Sing,Neut
755,Československá fotbalová reprezentace,Sing,Fem
756,Impulse!,,
757,Records,Plur,Masc
758,Vláda Adolfa Hitlera,Sing,Fem
759,Pugwashské konference o vědě a světových záležitostech,Plur,Fem
760,Virologický ústav Československé akademie věd,Sing,Masc
761,Dermacol,Sing,Masc
762,Przedsiębiorstwo Materiałów Podsadzkowych Przemysłu Węglowego,Sing,Neut
763,"Bavorská správa státních zámků, zahrad a jezer",Sing,Fem
764,Bolševici,Plur,Masc
765,AJS,Sing,Masc
766,De Grønne,,
767,Telefunken,Sing,Masc
768,Grumman,Sing,Masc
769,Libertariánská strana (USA),Sing,Fem
770,Komunistická strana Vietnamu,Sing,Fem
771,Indická lidová strana,Sing,Fem
772,Finská akademie věd,Sing,Fem
773,Opinel,Sing,Masc
774,Britský filmový institut,Sing,Masc
775,Východoněmecká hokejová reprezentace,Sing,Fem
776,Mapam,Sing,Masc
777,Skeppshults Gjuteri,Sing,Masc
778,Okťabristé,Plur,Masc
779,Čeondoistická strana Ch'ŏngu,Sing,Fem
780,Sizaire-Naudin,Sing,Masc
781,Národní garda (ČSR),Sing,Fem
782,Včelařský spolek v Rosicích,Sing,Masc
783,Burger King,Sing,Masc
784,Státní oblastní archiv v Litoměřicích,Sing,Masc
785,Romská občanská iniciativa,Sing,Fem
786,Messerschmitt,Sing,Masc
787,Maschinenfabrik Bernard Krone,Sing,Masc
788,Demeter International,Sing,Masc
789,Astronomický ústav Akademie věd České republiky,Sing,Masc
790,Latinská unie,Sing,Fem
791,Muslimská liga,Sing,Fem
792,Znojemská Beseda,Sing,Fem
793,Státní divadlo v Drážďanech,Sing,Neut
794,Unioni Shqiptare DemoKristiane,,
795,Diora,Sing,Fem
796,Německé pracovní a volební společenství,Sing,Neut
797,Star,Sing,Masc
798,Nezávislá sociálně demokratická strana Německa,Sing,Fem
799,Jugoslávská hokejová reprezentace,Sing,Fem
800,Amylon,Sing,Masc
801,Britská akademie,Sing,Fem
802,Aero (automobilka),Sing,Neut
803,Skupina surrealistů v ČSR,Sing,Fem
804,Sun D'Or,Sing,Masc
805,Evropská asociace studentů farmacie,Sing,Fem
806,Frýdlantské okresní dráhy,Plur,Fem
807,Artěl,Sing,
808,Si'at smol,Sing,Masc
809,Kleinautowerke Fritz Hückel,,Masc
810,Konzervativní strana (Česko),Sing,Fem
811,Ha-Po'el ha-ca'ir,Sing,
812,Westland Aircraft,,Masc
813,The Trump Organization,,
814,Polská socialistická dělnická strana v Československu,Sing,Fem
815,Evangelická matice Třanovského,Sing,Fem
816,Studio ND,Sing,Neut
817,Obránci rudé ruky,Plur,Masc
818,Adidas,Sing,Masc
819,ZLIN Aircraft,,Masc
820,Státní ústav památkové péče a ochrany přírody,Sing,Masc
821,Královéhradecká přádelna bavlny Dr. Richard Anninger,Sing,Fem
822,Metropole Orkest,Sing,Neut
823,První vláda Jozefa Tisa,Sing,Fem
824,Strana revolučního komunismu,Sing,Fem
825,Kancléřství pařížských univerzit,Sing,Neut
826,"Chasse, pêche, nature et traditions",Sing,Fem
827,Fox Broadcasting Company,Sing,Masc
828,Compagnies républicaines de sécurité,Plur,Masc
829,Hraniční oblast 38 (mobilizace 1938),Sing,Fem
830,A.,,
831,"Fuchs v Kuklenách, obchod se surovými kožemi",Sing,Masc
832,Irgun,Sing,Masc
833,A&W Restaurants,,
834,IAESTE,Plur,
835,Las Vegas Metropolitan Police Department,Plur,Neut
836,Rockstar North,Sing,Masc
837,Universal Music Group,,
838,Rottefella,,
839,21. horská divize SS „Skanderbeg“ (1. albánská),Sing,Fem
840,Mlékárna Chudobín,Sing,Fem
841,VI. sbor (mobilizace 1938),Sing,Masc
842,Mannerheimovo sdružení pro péči o děti,Sing,Neut
843,Oral-B,,
844,Mezinárodní federace bandy,Sing,Fem
845,Dunajská pohraniční stráž,Sing,Fem
846,Morija (politická strana),Sing,Fem
847,Prakab,Sing,Masc
848,Tresoria,Plur,Neut
849,Základní umělecká škola Letovice,Sing,Fem
850,Waffen-SS,Sing,Masc
851,Atlantická rada,Sing,Fem
852,Mezinárodní rada pro lov a ochranu zvěře,Sing,Fem
853,Allard,Sing,Masc
854,Electric Lady Studios,Sing,Masc
855,Fondation Jean Dubuffet,Sing,Masc
856,Belgicko-lucemburská ekonomická unie,Sing,Fem
857,Archiv Ministerstva zahraničních věcí České republiky,Sing,Masc
858,Organizace Gehlen,Sing,Fem
859,DZBB,Sing,Masc
860,Iberia,Sing,Fem
861,Vláda Štefana Tisa,Sing,Fem
862,Knotek Jičín,Sing,Masc
863,Divadlo Jiřího Wolkera,Sing,Neut
864,Čínská průmyslová a obchodní banka,Sing,Fem
865,Associazione Nazionalista Italiana,Sing,
866,Státní okresní archiv Karlovy Vary,Sing,Masc
867,Gazprom,Sing,Masc
868,Saviem,Sing,Masc
869,Sdružení výtvarných umělců moravských,Sing,Neut
870,Švédští demokraté,Plur,Masc
871,Geo,Sing,Neut
872,Esri,Sing,Neut
873,Městská knihovna Hodonín,Sing,Fem
874,Duesenberg,Sing,Masc
875,Rumpler Tropfenwagen,Sing,Masc
876,Advantech,Sing,Masc
877,Národní bezpečnostní agentura,Sing,Fem
878,United States Army Medical Research,,
879,Institute of Infectious Diseases,,Neut
880,Národní fronta Čechů a Slováků,Sing,Fem
881,Evropská atletická asociace,Sing,Fem
882,Libanonská komunistická strana,Sing,Fem
883,Skotská národní strana,Sing,Fem
884,The Lego Group,,
885,Česká speleologická společnost,Sing,Fem
886,Německá sociálně demokratická strana dělnická v ČSR,Sing,Fem
887,Iran Air,Sing,Masc
888,Ústav slovenské literatury Slovenské akademie věd,Sing,Masc
889,Nizozemská organizace pro aplikovaný vědecký výzkum,Sing,Fem
890,Lion-Peugeot,Sing,Masc
891,První brněnská strojírna,Sing,Fem
892,Pull & Bear,Sing,Masc
893,Spišská německá strana,Sing,Fem
894,Demokratická pokroková strana (Čínská republika),Sing,Fem
895,Harley-Davidson,Sing,Masc
896,Maki (historická politická strana),Sing,Masc
897,Československá obchodní banka,Sing,Fem
898,Air Transat,Sing,Masc
899,Prestige Records,,
900,Partia Shqiptare Demokristane e Kosovës,Sing,
901,Takzvané divadlo poezie VUS,Sing,Neut
902,Charita Rumburk,Sing,Fem
903,Curtiss-Wright,Sing,Masc
904,Hlinkova garda,Sing,Fem
905,Drug Enforcement Administration,Sing,Masc
906,Ennahda,Sing,Fem
907,Ateljé Uggla,Sing,Masc
908,Křesťanští demokraté (Švédsko),Plur,Masc
909,Divadlo Vlasty Buriana,Sing,Neut
910,První námořní letecké dílny v Jokosuce,Plur,Fem
911,Vlastenecká unie (Lichtenštejnsko),Sing,Fem
912,Groupe PSA,Sing,Masc
913,Varšavské gay hnutí,Sing,Neut
914,Americká socialistická strana,Sing,Fem
915,Nouvelair,Sing,Masc
916,Slaby-Beringer,Plur,Fem
917,Republikánská unie,Sing,Fem
918,Volksdeutsche Bewegung in Liechtenstein,,
919,Lioré et Olivier,Sing,Masc
920,Čeka,Sing,Fem
921,TAAG Angola Airlines,Plur,Fem
922,Děti Země,Plur,Fem
923,Vsacan,Sing,Masc
924,Sanctuary Records Group,,
925,Sociální demokraté (Dánsko),Plur,Masc
926,PFLAG,Sing,Masc
927,BBC Symphony Orchestra,,Fem
928,South African Airways,,
929,Antonov,Sing,Masc
930,Leadtek,Sing,Masc
931,Národní strana práce (1938),Sing,Fem
932,Pizza Hut,Plur,Fem
933,Oracle Corporation,,
934,Établissements Ballot,Plur,
935,1. tanková divize (Československo),Sing,Fem
936,Diecéze Altamura-Gravina-Acquaviva delle Fonti,,
937,UNIMA,Sing,Fem
938,Český muzejní spolek,Sing,Masc
939,BBC,,Fem
940,IKEA,Sing,Fem
941,CTI Records,Plur,
942,Cinema City,Sing,Neut
943,Deutsche Reichsbahn,,
944,Aprilia (společnost),Sing,Fem
945,PepsiCo,Sing,Neut
946,Komunistická strana Československa,Sing,Fem
947,Israir,Sing,Masc
948,Delage,,
949,Os Verdes,Sing,Masc
950,Teerag,Sing,Masc
951,Izraelská strana práce,Sing,Fem
952,Ústřední matice školská,Sing,Fem
953,NKVD,,Fem
954,Ecolo,Sing,Neut
955,Svaz moderní kultury Devětsil,Sing,Masc
956,Croatia Airlines,Plur,Fem
957,Mezinárodní investiční banka,Sing,Fem
958,Tesla Pardubice,Sing,Fem
959,Deutsche Reichsbahn (Německá demokratická republika),,
960,Zelena Partija (Bulharsko),Plur,"Fem,Neut"
961,Blue Sky Studios,,
962,Československá demokratická iniciativa,Sing,Fem
963,"Jan Beneš a spol., továrna na hospodářské stroje v Pražském Předměstí u Hradce Králové",Sing,Masc
964,General Motors,,
965,Strojírenský zkušební ústav,Sing,Masc
966,Löwenstamm & Spitz,Sing,Masc
967,Café Hawelka,,Neut
968,Farní sbor Českobratrské církve evangelické v Ostrově,Sing,Masc
969,Lidová strana pokroková na Moravě,Sing,Fem
970,Římský klub,Sing,Masc
971,National Archives and Records Administration,,
972,Liebherr,,
973,Ostravsko-frýdlantská dráha,Sing,Fem
974,Aerojet,Sing,Masc
975,VOKD,Plur,Masc
976,Brazilská katolická apoštolská církev,Sing,Fem
977,Duracell,Sing,Masc
978,Heinkel,Sing,Masc
979,Socialistická alternativa Budoucnost,Sing,Fem
980,Komsomol,Sing,Masc
981,Příbramská filharmonie,Sing,Fem
982,Druhá vláda Jozefa Tisa,Sing,Fem
983,Beulas,Sing,Masc
984,Nadace Codespa,Sing,Fem
985,Evropská federace pro dopravu a životní prostředí,Sing,Fem
986,Répertoire International des Sources Musicales,,
987,Milestone Records,Sing,Masc
988,La Perla,Sing,Fem
989,Občanské fórum,Sing,Neut
990,Evropská psychiatrická asociace,Sing,Fem
991,Nasionale Instituut vir Oordraagbare Siektes,Sing,
992,Zpravodajská správa Generálního štábu,Sing,Fem
993,Český rozhlas Dvojka,Sing,Masc
994,"Spolkové ministerstvo životního prostředí, ochrany přírody a bezpečnosti reaktorů",Sing,Neut
995,Polská lidová strana,Sing,Fem
996,Socialistická strana československého lidu pracujícího,Sing,Fem
997,Klub železničních modelářů České Budějovice,Sing,Masc
998,Symfonický orchestr Slovenského rozhlasu,Sing,Masc
999,Sambandsflokkurin,Sing,Masc
1000,Ghanská akademie umění a věd,Sing,Fem
1001,Kingston Technology,,
1002,Komunistická strana Řecka,Sing,Fem
1003,Anheuser-Busch InBev,Sing,Masc
1004,"Apoštolský exarchát Volyň, Polesí a Pidljašja",Sing,Masc
1005,Square (firma),Sing,Masc
1006,Kurdská strana dělníků,Sing,Fem
1007,Spojené uměleckoprůmyslové závody,Plur,Masc
1008,Jihošlesvický voličský svaz,Sing,Masc
1009,Výbor pro světové dědictví,Sing,Masc
1010,Strana demokratické akce,Sing,Fem
1011,Organizace tajné armády,Sing,Fem
1012,Říšská strana německé střední třídy,Sing,Fem
1013,"Přítomnost, sdružení pro soudobou hudbu",Sing,Fem
1014,Jurská federace,Sing,Fem
1015,Albertinum Žamberk,Sing,Masc
1016,Panelárna Plačice,Sing,Fem
1017,UNESCO,,Neut
1018,Kommando Nowotny,Sing,Masc
1019,Evropská vysílací unie,Sing,Fem
1020,Československá domobrana v Itálii,Sing,Fem
1021,Büssing,Sing,Masc
1022,The International Cat Association,,
1023,Durex,Sing,Masc
1024,Železná garda,Sing,Fem
1025,Fotosecese,Sing,Fem
1026,Ronal,Sing,Masc
1027,Mezinárodní agentura pro energii,Sing,Fem
1028,Slovenské komorné divadlo,Sing,Neut
1029,Svaz českých filatelistů,Sing,Masc
1030,Vlněna,Sing,Fem
1031,Asociace pro podporu trůnu,Sing,Fem
1032,Dragounský pluk 8,Sing,Masc
1033,IBM,,Fem
1034,Městská knihovna Mariánské Lázně,Sing,Fem
1035,Makabejské hnutí mládeže,Sing,Neut
1036,Ottovo nakladatelství,Sing,Neut
1037,Česká společnost ornitologická,Sing,Fem
1038,Police et Patrie,Sing,Fem
1039,Stronnictwo Postępowo-Demokratyczne,Sing,Neut
1040,Junker Gruppe,Sing,Masc
1041,Evropské hospodářské společenství,Sing,Neut
1042,Svobodná strana Rakouska,Sing,Fem
1043,Velkoněmecká lidová strana,Sing,Fem
1044,Ahold,Sing,Masc
1045,Český rozhlas Hradec Králové,Sing,Masc
1046,"Arab League Educational, Cultural and Scientific Organization",,Fem
1047,Národní zpravodajská organizace,Sing,Fem
1048,Hagana,Sing,Masc
1049,Black Point,Sing,Masc
1050,Hutní montáže,Plur,Fem
1051,Packard,Sing,Masc
1052,Muzeum duší z očistce,Sing,Neut
1053,Národní fronta pro osvobození Angoly,Sing,Fem
1054,Freiheitliche Deutsche Arbeiterpartei,,
1055,TDK,Sing,Masc
1056,Český svaz ochránců přírody Vlašim,Sing,Masc
1057,"Východočeský průmysl masný, závod 01 masokombinát Březhrad",Sing,Masc
1058,Lockheed Corporation,,Fem
1059,Bangladesh Photographic Society,,
1060,Hornby Railways,Plur,Fem
1061,Fodera,Sing,Fem
1062,Takata Corporation,Plur,
1063,Internacionála anarchistických federací,Sing,Fem
1064,Farní sbor Českobratrské církve evangelické v Bruntále,Sing,Masc
1065,Gabonská lidová unie,Sing,Fem
1066,KEMET Corporation,Sing,
1067,Groen,Sing,Masc
1068,Comité Para,Sing,Fem
1069,Roland Corporation,,Fem
1070,Svaz rakouských šlechticů,Sing,Masc
1071,Starbucks,Plur,Masc
1072,Ženijní skupinové velitelství IV Opava,Sing,Neut
1073,Černosotněnci,Sing,Masc
1074,Evropská plavecká liga,Sing,Fem
1075,PTKiGK Zabrze,,Fem
1076,Srbské kulturní centrum v Paříži,Sing,Neut
1077,Demokratická kandidátka izraelských Arabů,Sing,Fem
1078,Axel Springer SE,Sing,Masc
1079,Lachema,Sing,Neut
1080,Pražský komorní orchestr,Sing,Masc
1081,Svaz československých spisovatelů,Sing,Masc
1082,BlackRock,Sing,Masc
1083,Generální zastoupení Québecu v Paříži,Sing,Neut
1084,Geologický ústav Slovenské akademie věd,Sing,Masc
1085,Izraelská liberální strana,Sing,Fem
1086,UEFA,,Fem
1087,Bestseller (firma),Sing,Masc
1088,Ukrajinská národní rada Prjaševčiny,Sing,Fem
1089,Mizrachi (politická strana),Sing,Masc
1090,Městská knihovna Kadaň,Sing,Fem
1091,Divadlo Thália,Sing,Neut
1092,Národní strana lidová,Sing,Fem
1093,Bristol Cars,Sing,Masc
1094,Abarth,Sing,Masc
1095,JR East,Sing,Masc
1096,Trudovici,Sing,Masc
1097,Zoo Mnichov,,Fem
1098,Sicherheitspolizei,Sing,Fem
1099,Strana slovenskej obrody,Sing,Fem
1100,Ženijní skupinové velitelství XI Hrušovany nad Jevišovkou,Sing,Neut
1101,Austrian Airlines,,
1102,Národní fašistická strana,Sing,Fem
1103,Českobratrská církev evangelická,Sing,Fem
1104,United Airlines,,
1105,Verbatim Corporation,,Fem
1106,Land Rover,Sing,Masc
1107,Micro-Star International,,
1108,Afrikánské hnutí odporu,Sing,Neut
1109,Pražsko-duchcovská dráha,Sing,Fem
1110,Hraniční pásmo XIV (mobilizace 1938),Sing,Neut
1111,Národní svaz za úplnou nezávislost Angoly,Sing,Masc
1112,Air China,Sing,Masc
1113,Brookhaven National Laboratory,Sing,Masc
1114,Some Bizzare Records,,Masc
1115,Československý svaz tělesné výchovy a sportu,Sing,Masc
1116,Klub angažovaných nestraníků,Sing,Masc
1117,Silicon Integrated Systems,,
1118,Masarykovo demokratické hnutí,Sing,Neut
1119,Citizen,Sing,Masc
1120,Mezinárodní federace kolečkových sportů,Sing,Fem
1121,EMI,,Fem
1122,AOL,Sing,Masc
1123,Caudron,Sing,Masc
1124,Českomoravská konfederace odborových svazů,Sing,Fem
1125,YKK Group,,Fem
1126,Middle East Airlines,Plur,Fem
1127,Bethesda Softworks,Plur,
1128,Reformed Druids of North America,Sing,Masc
1129,Evropské hnutí,Sing,Neut
1130,Demokratická unionistická strana,Sing,Fem
1131,Swissair,Sing,Masc
1132,Křesťanská historická unie,Sing,Fem
1133,Forbundet Frie Fotografer,Sing,
1134,Spořitelní a záložní spolek pro Svobodné Dvory,Sing,Masc
1135,Behringer,Sing,Masc
1136,Českomoravské dráhy,Plur,Fem
1137,Organizace OSN pro průmyslový rozvoj,Sing,Fem
1138,1. železniční pluk,,
1139,Svaz ruského lidu,Sing,Masc
1140,Nord Aviation,Sing,Masc
1141,Meindl (firma),Sing,Masc
1142,Československá ženská fotbalová reprezentace,Sing,Fem
1143,Nationaal-Socialistische Beweging,,
1144,Evropská agentura pro životní prostředí,Sing,Fem
1145,Heckler & Koch,Sing,Masc
1146,Mezinárodní korfbalová federace,Sing,Fem
1147,SAE International,Sing,Masc
1148,Banka československých legií,Sing,Fem
1149,Liberta,Sing,Fem
1150,Mezinárodní velrybářská komise,Sing,Fem
1151,Nová liberální strana (Izrael),Sing,Fem
1152,Srb a Štys,Sing,Masc
1153,Mezinárodní rudá pomoc,Sing,Fem
1154,EgyptAir,Sing,Masc
1155,Gutbrod,Sing,Masc
1156,Sicherheitsdienst,Sing,Fem
1157,Divadlo Orfeus,Sing,Neut
1158,ESAB,,
1159,De Havilland Canada,,
1160,CITIC Group,Sing,Masc
1161,Dornier Flugzeugwerke,Sing,Masc
1162,Automobili Nazzaro,Plur,Masc
1163,Pražští madrigalisté,Plur,Masc
1164,Transavia,Sing,Fem
1165,Československá obec legionářská,Sing,Fem
1166,Deutsche Werke,,
1167,Machane smol le-Jisra'el,Sing,Masc
1168,Polygon (značka jízdních kol),Sing,Masc
1169,Lexus,Sing,Masc
1170,SoftBank Group,Sing,Masc
1171,Vanguard Group,Sing,Masc
1172,ZVU Strojírny,Sing,
1173,Albatros Flugzeugwerke,Sing,Masc
1174,Naděje (spolek),Plur,Fem
1175,Foresta,Sing,Fem
1176,Evropský účetní dvůr,Sing,Masc
1177,Vláda Richarda Bienerta,Sing,Fem
1178,Dopravní podnik města Pardubic,Sing,Masc
1179,Alaska Air Group,Sing,Fem
1180,Svaz účetních,Sing,Masc
1181,Ja'ad (politická strana),,
1182,Lee Cooper,Sing,Masc
1183,Rotax,Sing,Masc
1184,Akce národní obrody,Sing,Fem
1185,Moravské občanské hnutí,Sing,Neut
1186,Adaptec,Sing,Masc
1187,Český rybářský svaz,Sing,Masc
1188,Světová meteorologická organizace,Sing,Fem
1189,Křesťanskonárodní strana rolníků a zemědělců,Sing,Fem
1190,Jihotyrolská lidová strana,Sing,Fem
1191,Pěší pluk 1,Sing,Masc
1192,Mezinárodní cyklistická unie,Sing,Fem
1193,Belairbus,Sing,Masc
1194,Brewster Aeronautical Corporation,,
1195,British Airways,,
1196,Daimler Motoren Gesellschaft,Sing,Masc
1197,Prozatímní vláda Státu Izrael,Sing,Fem
1198,Horská služba České republiky,Sing,Fem
1199,Dan Bus Company,,Fem
1200,DEFA (film),Sing,Fem
1201,Ženijní skupinové velitelství,Sing,Neut
1202,I Staré Město pod Sněžníkem,Sing,Neut
1203,Fokker,Sing,Masc
1204,Ordnungspolizei,Sing,Fem
1205,Ruský státní vojenský archiv,Sing,Masc
1206,League for Programming Freedom,,Fem
1207,Farní sbor Českobratrské církve evangelické v Horním Slavkově,Sing,Masc
1208,Si'a soci'alistit acma'it,Sing,
1209,Nejvyšší rada pro islámskou revoluci v Iráku,Sing,Fem
1210,Bearsville Studios,Sing,Masc
1211,Deutsche Volksunion,Sing,Masc
1212,Československý ústav zahraniční,Sing,Masc
1213,LIAZ,Sing,Masc
1214,Akša,Sing,Fem
1215,Světová federace dámy,Sing,Fem
1216,Multisonic,,
1217,Dm-drogerie markt,Sing,
1218,Národní fronta osvobození Jižního Vietnamu,Sing,Fem
1219,Islámská strana,Sing,Fem
1220,Kika,Sing,Fem
1221,Meade Instruments,Plur,
1222,Minerva Motors,Plur,Masc
1223,Rac,Sing,Masc
1224,Ha-Cohar,Sing,Masc
1225,Szabadcsapatok,Sing,Masc
1226,Sociálně demokratická a labouristická strana,Sing,Fem
1227,Česká státoprávní demokracie,Sing,Fem
1228,Republikanische Wehr,,Masc
1229,Legie slušnosti,Sing,Fem
1230,Diecéze Ambia,Sing,Fem
1231,Lonsdale (firma),Sing,Neut
1232,OKD,Plur,Masc
1233,Addamax,Sing,Masc
1234,JLV,,Masc
1235,Mezinárodní unie notářství,Sing,Fem
1236,Minnesotská zemědělská strana práce,Sing,Fem
1237,Zelená strana Anglie a Walesu,Sing,Fem
1238,Bburago,Sing,Neut
1239,Gyldendal Norsk Forlag,Sing,Masc
1240,Korporacija IRKUT,Sing,Masc
1241,Důchodci za životní jistoty,Plur,Masc
1242,Polský institut v Paříži,Sing,Masc
1243,Austro-Tatra,Sing,Fem
1244,Kelme (firma),Sing,Masc
1245,Halliburton,Sing,Masc
1246,Armstrong Siddeley,Sing,Masc
1247,"Kavoprůmysl spojených družstevních sušáren s.r.o., Hradec Králové II.",Sing,Masc
1248,Svaz slezských katolíků v Československé republice,Sing,Masc
1249,Divadélko Okap,Sing,Neut
1250,SMC Corporation,,
1251,Visa,Sing,Fem
1252,Pep (firma),Sing,Masc
1253,Piper Aircraft,,Masc
1254,Subterra,Sing,Fem
1255,Syrská sociálně nacionální strana,Sing,Fem
1256,Motorová vozidla Walter,Plur,Neut
1257,Mezinárodní sdružení pro dětskou knihu,Sing,Neut
1258,Zippo,Sing,Neut
1259,Evropská esperantská unie,Sing,Fem
1260,Garuda Indonesia,Sing,Fem
1261,Radiotelevisiun Svizra Rumantscha,Sing,Masc
1262,Činoherní studio Ústí nad Labem,Sing,Neut
1263,Nepálský kongres,Sing,Masc
1264,ABS-CBN,Sing,Masc
1265,Prozatímní irská republikánská armáda,Sing,Fem
1266,Levá alternativa,Sing,Fem
1267,Ministerstvo energetiky Spojených států amerických,Sing,Neut
1268,Brjanský automobilový závod,Sing,Masc
1269,Komorní orchestr Akademie Praha,Sing,Masc
1270,Government Communications Headquarters,Sing,Masc
1271,Svobodná demokratická strana,Sing,Fem
1272,Arabská demokratická strana (Izrael),Sing,Fem
1273,Svaz československého díla,Sing,Masc
1274,AC (automobilka),,Masc
1275,LVMH – Moët Hennessy Louis Vuitton,,Masc
1276,TOFA,Sing,Fem
1277,Česká akademie věd a umění,Sing,Fem
1278,Supermarine,Sing,Masc
1279,Izquierda Unida,Sing,Fem
1280,Kaman Aircraft,,Masc
1281,METRANS,Sing,Masc
1282,Srbská národní obnova,Sing,Fem
1283,Český rozhlas České Budějovice,Sing,Masc
1284,Partido Verde (Brazílie),Sing,Masc
1285,Qantas,Sing,Masc
1286,Festool,Sing,Masc
1287,Radiojournal,Sing,Masc
1288,Lauda Air,Sing,Masc
1289,Jazzová sekce,Sing,Fem
1290,Severočeská vědecká knihovna,Sing,Fem
1291,Hlavní správa státní bezpečnosti,Sing,Fem
1292,Federace dělnických tělocvičných jednot,Sing,Fem
1293,Moravská filharmonie Olomouc,Sing,Fem
1294,Tchibo,Sing,Neut
1295,Future Systems,,
1296,Temperino,Sing,Neut
1297,Česká unie karikaturistů,Sing,Fem
1298,Pokrok a rozvoj,Sing,Masc
1299,První vláda Rudolfa Berana,Sing,Fem
1300,18 street gang,,
1301,Nakladatelství Paseka,Sing,Neut
1302,Státní výzkumný ústav ochrany materiálu,Sing,Masc
1303,Svema,Sing,Neut
1304,Miles Gordon Technology,Sing,Masc
1305,Americká kardiologická asociace,Sing,Fem
1306,Tábor nucené práce,Sing,Masc
1307,Osram,Sing,Fem
1308,ZON,Sing,Masc
1309,Doktor Miroslav Tyrš (partyzánská jednotka),Sing,Masc
1310,Kroll (firma),Sing,Masc
1311,Mertenovo divadlo,Sing,Neut
1312,Tygři osvobození tamilského Ílamu,Plur,Masc
1313,Nadace Richarda Wagnera Bayreuth,Sing,Fem
1314,Elektrizace železnic Praha,Sing,Fem
1315,Piko (firma),Sing,Neut
1316,Bratislavské bábkové divadlo,Sing,Neut
1317,Sjednocená náboženská fronta,Sing,Fem
1318,Douglas Aircraft,,Masc
