,entity,number,gender
693,Общество изучения Амурского края,Sing,Neut
694,Институт Карнеги,Plur,
695,Кафе Англе,Sing,Neut
696,Национальный олимпийский комитет Италии,Sing,Masc
697,Верховный административный суд Финляндии,Sing,Masc
698,Denso,,
699,Обсерватория Арчетри,,
700,Краснодарский академический театр драмы,Sing,Masc
701,Институт марксизма-ленинизма,Plur,
702,Пролеткульт,Plur,
703,Олимпийский комитет Японии,Sing,Masc
704,Les Amis Philanthropes,,
705,Международный союз электросвязи,Sing,Masc
706,Театр имени,,
707,Янки Купалы,,
708,Фондовая биржа Осло,Sing,Neut
709,Американское бриологическое и лихенологическое общество,Sing,Neut
710,Областная библиотека имени Т.,Plur,
711,Асири,Sing,Fem
712,Красный факел,Sing,Masc
713,Новый Московский Английский денежный двор,Sing,Masc
714,Американское общество биологов растений,,
715,Всероссийский научно-исследовательский институт экспериментальной ветеринарии имени Я. Р.,Sing,Masc
716,Коваленко,Sing,Fem
717,Ассоциация сербо-македонцев,Sing,Fem
718,Международная конфедерация обществ авторов и композиторов,Sing,Fem
719,Украинская партия социалистов-самостийников,Sing,Fem
720,Национальная библиотека Украины имени,Sing,Fem
721,Ярослава Мудрого,Sing,Fem
722,Союз коммунистов Югославии,Plur,Masc
723,Лига Магнуса,Sing,Masc
724,Касабланкская фондовая биржа,Sing,Fem
725,Санкт-Петербургский научно-исследовательский психоневрологический институт,Sing,Masc
726,Американо-греческий прогрессивный просветительский союз,Sing,Masc
727,Авиационная лаборатория Гуггенхайма,Sing,Fem
728,Русское металлургическое общество,Sing,Neut
729,"Новое самоуправление (партия, Фарерские острова)",Sing,Neut
730,Зоопарк и ботанический сад Цинциннати,Sing,Masc
731,Антиимпериалистическая лига,Sing,Fem
732,Общество святых Кирилла и Мефодия (Лужица),Sing,Neut
733,Ильчинхве,,
734,Филиппинская фондовая биржа,Sing,Fem
735,Немецкий центр авиации и космонавтики,Sing,Masc
736,Независимая партия мелких хозяев,Sing,Fem
737,Австрийский чёрный крест,Sing,Masc
738,"Зельдте, Франц",Plur,
739,Всероссийский союз поэтов,Sing,Masc
740,Полицейская больница,Sing,Fem
741,Липецкая областная универсальная научная библиотека,Sing,Fem
742,Русское общество воздухоплавания,Sing,Neut
743,Институт истории искусств Франкфуртского университета,Plur,
744,Национальная женская суфражистская ассоциация,Sing,Fem
745,Камчатский театр драмы и комедии,Sing,Masc
746,Архив Гёте и Шиллера,Sing,Masc
747,Казанское царско-народное русское общество,Sing,Neut
748,"Институт неврологии, психиатрии и наркологии",Plur,
749,НАМН Украины,,
750,Шведское линнеевское общество,Sing,Neut
751,Олимпийский комитет Чехии,Sing,Masc
752,Ассоциация скаутов Португалии,Plur,Neut
753,Российское общество нумизматов,Sing,Neut
754,Сухумский обезьяний питомник,Sing,Masc
755,"Институт истории, археологии и этнографии",Plur,
756,ДФИЦ РАН,Sing,Masc
757,Московский академический театр имени Владимира Маяковского,Sing,Masc
758,Меоре-Даси,Plur,Masc
759,"Вольное общество любителей словесности, наук и художеств",Sing,Neut
760,Колумбийская либеральная партия,Sing,Fem
761,Национальная библиотека Республики Бурятия,Sing,Fem
762,Австралийское экономическое общество,Sing,Neut
763,Бомбардировочная мафия,Sing,Fem
764,Чуфлинский монастырь,Sing,Masc
765,Гейрат,Sing,Masc
766,Научно-практический центр,Sing,Masc
767,Национальной академии наук Беларуси по биоресурсам,Plur,Fem
768,Шведская королевская академия свободных искусств,Sing,Fem
769,Общество ревнителей военных знаний,Plur,Fem
770,Латинский монетный союз,Sing,Masc
771,Федерация хоккея Венгрии,Sing,Fem
772,Временное высшее церковное управление на Юго-Востоке России,Sing,Neut
773,Всероссийский художественный научно-реставрационный центр имени И. Э. Грабаря,Plur,Fem
774,Институт сексуальных наук,Plur,
775,Лодейнопольское викариатство,Sing,Neut
776,Институт восточных рукописей РАН,Plur,
777,Библиотека Гарвардского университета,Sing,Fem
778,Ирландский регбийный союз,Sing,Masc
779,Этолийская и Акарнанийская митрополия,Sing,Fem
780,Будапештская фондовая биржа,Sing,Fem
781,Украинская социал-демократическая рабочая партия,Sing,Fem
782,Мисгав-Ладах,Sing,Masc
783,Библиотека Башкирского государственного университета,Sing,Fem
784,Государственная академия художественных наук,Sing,Fem
785,Клементинум,Sing,Masc
786,Ассоциация американских университетов,Plur,Masc
787,Научная библиотека ВГУ имени П. М.,Sing,Fem
788,Машерова,Sing,Fem
789,Подкарпатская краевая организация,Sing,Fem
790,Коммунистической партии Чехословакии,Sing,Fem
791,Адмиралтейств-коллегия,Plur,Neut
792,Хлеб и Воля (группа),Plur,Fem
793,Орловская духовная семинария,Sing,Fem
794,Американский геофизический союз,Sing,Masc
795,Энтомологическое общество Америки,Sing,Neut
796,"Кырдар, Лютфи",Sing,Masc
797,Национальная партия Вьетнама,Sing,Fem
798,Революционная партия социалистов-федералистов Грузии,Sing,Fem
799,Всероссийский электротехнический институт,Plur,
800,Всесоюзный центральный совет профессиональных союзов,Sing,Masc
801,Международный женский союз за мир и свободу,Sing,Masc
802,"Сарыхан, Шенал",Sing,Masc
803,Институт биологии развития имени Н. К.,Plur,
804,Кольцова РАН,Sing,Masc
805,Авиатрест,Sing,Masc
806,Министерство образования и науки Киргизской Республики,Sing,Neut
807,Международная федерация хоккея на льду,,
808,Большой Санкт-Петербургский государственный цирк,Sing,Masc
809,Список награждённых Золотой медалью Русского географического общества им.,Sing,Masc
810,Ф. П. Литке,Sing,Fem
811,Русский политический комитет,Sing,Masc
812,Монгольская национальная библиотека,Sing,Fem
813,Социал-демократическая рабочая партия Германии,Sing,Fem
814,Грозненский нефтяной научно-исследовательский институт,Plur,
815,Совет общественных деятелей,Sing,
816,Российское минералогическое общество,Sing,Neut
817,Американская нумизматическая ассоциация,Sing,Fem
818,OP-Pohjola,,
819,Институт Пауля Эрлиха,,
820,Главное казначейство,Sing,Neut
821,Крайне левая (Италия),,
822,Донской театр драмы и комедии имени В. Ф.,Plur,Fem
823,Комиссаржевской,Sing,Masc
824,Министерство иностранных дел Швеции,Sing,Neut
825,Радикалы (Великобритания),Plur,Masc
826,Королевское общество Виктории,Sing,Neut
827,Норвежский орден масонов,Sing,Masc
828,Музей восточной керамики (Осака),Plur,Masc
829,Ассоциация по образованию в области библиотечных и информационных наук,Sing,Fem
830,Центральный научно-исследовательский институт туберкулёза,Sing,Masc
831,Московское общество истории и древностей Российских,Sing,Neut
832,Венесуэльская академия языка,Sing,Fem
833,Партия умеренно-правых,Sing,Fem
834,Институт исследования угля Общества Макса Планка,Plur,
835,Итальянская националистическая ассоциация,Sing,Fem
836,Справочное бюро по народонаселению,Sing,Neut
837,Белорусская партия социалистов-федералистов,Sing,Fem
838,SESAC,,
839,Вольное российское собрание,Sing,Neut
840,Английский клуб,Sing,Masc
841,Чикагский филиал,Sing,Masc
842,Американская академия медиевистики,Sing,Fem
843,Моссельпром,Sing,Masc
844,Мельбурнский симфонический оркестр,Sing,Masc
845,Гватемальская академия языка,Sing,Fem
846,Галатасарай (спортивное общество),Sing,
847,Украинская трудовая партия,Sing,Fem
848,48,,
849,ЦНИИ МО РФ,Plur,Masc
850,Польское гигиеническое общество,Sing,Neut
851,"Пекер, Реджеп",Sing,Masc
852,Национальная сельскохозяйственная библиотека США,Sing,Fem
853,Международное движение Красного Креста и,,
854,Красного Полумесяца,Sing,Masc
855,Общество художников имени А. И.,,
856,Куинджи,,
857,"Общество археологии, истории и этнографии при",Sing,Fem
858,Казанском университете,Plur,
859,Санфедизм,Plur,
860,Российская ассоциация научно-исследовательских институтов общественных наук,Sing,Masc
861,Общество размножения охотничьих и промысловых животных,Sing,Neut
862,"Кылычдароглу, Кемаль",Sing,
863,Санкт-Петербургское отделение Союза педиатров России,Sing,Neut
864,Земля и воля,Sing,Fem
865,Объединённые ветераны Конфедерации,Plur,Masc
866,Познанское общество друзей наук,Sing,Neut
867,"Чаглар, Бехчет Кемаль",Sing,
868,Немецкая демократическая партия,Sing,Fem
869,Национальный центр зерна имени П. П.,Sing,Fem
870,Лукьяненко,Sing,Fem
871,Лига французского отечества,Sing,Neut
872,Украинская народная партия (1902),Sing,Fem
873,Ротари Интернешнл,Plur,Fem
874,Национал-царанистская партия,Sing,Fem
875,Совет Двенадцати,Sing,
876,Владимирский академический театр драмы,Sing,Masc
877,Украинская демократическо-хлеборобская партия,Sing,Fem
878,Коллектив поэтов,Plur,Masc
879,ОСТ (художественное объединение),Sing,
880,Куперовское орнитологическое общество,Sing,Neut
881,Театр Сан-Апполинаре,,
882,Болгарская рабочая социал-демократическая партия,Sing,Fem
883,Папский институт средневековых исследований,Sing,Masc
884,Коммунистическая партия иностранных рабочих и крестьян Туркестана,Sing,Fem
885,Французская почта в Египте,Sing,Fem
886,Старобельское викариатство,Sing,Neut
887,Мартиникская коммунистическая партия,Sing,Fem
888,Общество Phi Beta,,
889,Kappa,,
890,Истринское викариатство,Sing,Neut
891,Общество художников-ксилографов,Plur,Masc
892,Ярославская областная универсальная научная библиотека имени Н. А.,Sing,Masc
893,Некрасова,Sing,Fem
894,Большой театр имени Станислава Монюшко в Познани,Sing,Masc
895,Влайка,Sing,Fem
896,Белогорский Николаевский монастырь,Sing,Masc
897,Пироговское общество,Sing,Neut
898,Социал-демократическая партия Швейцарии,Sing,Fem
899,Лондонское общество физиков,Sing,Neut
900,Фарфор Вербилок,,
901,Чинари (объединение),Plur,Fem
902,Молодая Эстония,Sing,Fem
903,Высший монархический совет,Sing,Masc
904,Ландбунд,Sing,Masc
905,Центральный научно-исследовательский и проектный институт строительных металлоконструкций имени Н. П. Мельникова,Sing,Fem
906,Московское общество филателистов и коллекционеров,Sing,Neut
907,Партия украинских работающих Румынии,Sing,Fem
908,Международный кооперативный альянс,Sing,Masc
909,Рижский яхт-клуб,Sing,Masc
910,Международное бюро времени,Sing,Neut
911,Московский театр кукол,Sing,Masc
912,BIEM,,
913,Японский комитет промышленных стандартов,Sing,Masc
914,Neptun Werft,,
915,"Унайдын, Рушен Эшреф",Sing,Masc
916,Международный союз биологических наук,Sing,Masc
917,Международный альянс женщин,Sing,Masc
918,Национальная библиотека Святых Кирилла и Мефодия,Sing,Fem
919,Партия конституционных реформ (Япония),Sing,Fem
920,Британский институт стандартов,Sing,Masc
921,Филармонический оркестр Халиско,Sing,Masc
922,Украинская радикальная партия (1904),Sing,Fem
923,Международное бюро мер и весов,,
924,Консервативная партия Квебека,Sing,Fem
925,Национальная лига (бейсбол),Sing,Fem
926,Вегетарианское общество,Sing,Neut
927,ХИАС,Plur,
928,Ohta,,
929,Jidosha,,
930,Королевский ботанический сад Эдинбурга,Sing,Fem
931,Литовское литературное общество,Sing,Neut
932,Национальное бюро экономических исследований,Sing,Neut
933,Трибунат,Plur,
934,Катипунан,Sing,Masc
935,Международный математический союз,Sing,Masc
936,Международный совет по охоте и охране животного мира,Sing,Masc
937,Датская королевская академия наук,Sing,Fem
938,Королевское азиатское общество Великобритании и Ирландии,Sing,Neut
939,Нью-Йоркский акварельный клуб,Sing,Fem
940,Трест редких элементов,Plur,Neut
941,Кружок юных биологов зоопарка (Москва),Sing,Masc
942,Университетская библиотека «Светозар Маркович»,Sing,Fem
943,Польское филологическое общество,Sing,Neut
944,Ломбардский институт наук и литературы,Plur,
945,Институт математики и механики МГУ,Plur,
946,Европейский гимнастический союз,Sing,Masc
947,Монархический клуб,Sing,Masc
948,Всероссийский селекционно-технологический институт садоводства и питомниководства,,
949,NHK,,
950,Милли фирка,,
951,Коммунистический интернационал,Sing,Masc
952,Лига патриотов,Plur,Masc
953,Депо карт,Sing,Masc
954,Мазурская народная партия,Sing,Fem
955,НПО ЦКТИ имени И. И.,,
956,Ползунова,Sing,Fem
957,Селекционно-генетический институт,Plur,
958,Сионистская организация Америки,Sing,Fem
959,Индустриальные рабочие мира,Plur,Masc
960,Буневацко-шокшская партия,Sing,Fem
961,"Окьяр, Али Фетхи",Plur,Masc
962,Национальный ураганный центр,Sing,Masc
963,Призренская лига,Sing,Fem
964,Казахский национальный академический театр драмы имени М. О.,Sing,Masc
965,Ауэзова,Sing,Fem
966,Бней-Брит,,
967,Облиспкомзап,Sing,Masc
968,Санкт-Петербургское филармоническое общество,Sing,Neut
969,Ставропигия Вселенского патриархата на Украине,Sing,Masc
970,Германское восточное общество (1898),Sing,Neut
971,Комиссия по изучению старой Москвы,Sing,Fem
972,Зоопарк,,
973,Сан-Диего,Sing,Masc
974,Ruinart,,
975,Украинская национально-демократическая партия,Sing,Fem
976,Know Nothing,,
977,Международный союз велосипедистов,Sing,Masc
978,Астрономическая обсерватория Киевского университета,Sing,Fem
979,Украинский клуб,Sing,Masc
980,Маген Давид Адом,,
981,Международная федерация лыжного спорта,Sing,Fem
982,Общество патриотов (Япония),Plur,Neut
983,Партия Центра (Швеция),Sing,Fem
984,Егорьевское викариатство,Sing,Neut
985,Орехово-Зуевское викариатство,Sing,Neut
986,Оскар,,
987,Прусский,Sing,Masc
988,Центральная городская библиотека (Курск),Sing,Fem
989,Патриотическое общество,Sing,Neut
990,"Озель, Озгюр",,
991,Моршанское викариатство,Sing,Neut
992,Американская коллегия хирургов,Sing,Fem
993,Всероссийский НИИ метрологии имени Д. И.,,
994,Менделеева,Sing,Fem
995,Джакартская фондовая биржа,Sing,Fem
996,Тяньцзиньская епархия,Sing,Fem
997,Гражданская партия (Перу),Sing,Fem
998,Консервативная молодёжная национальная организация,Sing,Fem
999,Университет Гифу,Sing,
1000,Мусават,Sing,Masc
1001,Марий ушем,Plur,
1002,Утрехтский симфонический оркестр,Sing,Masc
1003,Министерство обороны Сербии,Sing,Neut
1004,Ассоциация йеменцев в Израиле,Sing,Masc
1005,Вашингтонский художественный клуб,Plur,Fem
1006,Люксембургская социалистическая рабочая партия,Sing,Fem
1007,"Чирпан, Хаты",Sing,Masc
1008,Апелляционный суд Верхнего Норрланда,Sing,Masc
1009,Нижегородский государственный театр юного зрителя,Sing,Masc
1010,Датский королевский оркестр,Sing,Masc
1011,Берг-коллегия,Sing,Fem
1012,Каунасский институт декоративно-прикладного искусства,Plur,
1013,Черногорская федералистская партия,Sing,Fem
1014,Всеукраинское общество революционных музыкантов,Sing,Neut
1015,Ботанический сад университета Витовта Великого,Sing,Masc
1016,Девяносто девять (организация),,
1017,Национальная библиотека Андорры,Sing,Fem
1018,Верховный совет Франции,Sing,Masc
1019,"Глобус (театр, Новосибирск)",Sing,Masc
1020,Великая ложа Шотландии,Sing,Fem
1021,Владикавказская епархия,Sing,Fem
1022,Союз социалистов-революционеров-максималистов,Plur,Masc
1023,Театр имени Моссовета,,
1024,Национальный союз (США),Sing,Masc
1025,Ассоциация революционной кинематографии (АРК),Sing,Fem
1026,Югославянская социал-демократическая партия,Sing,Fem
1027,Олимпийский комитет Бразилии,Sing,Masc
1028,Институт физики,Plur,
1029,Земли имени Г. А.,Plur,
1030,Гамбурцева РАН,Sing,Fem
1031,Роза и Корона (художественный клуб),Sing,Fem
1032,Центральная библиотека Бухарестского университета,Sing,Fem
1033,Русское бальнеологическое общество,Sing,Neut
1034,Торгово-промышленный союз Российской империи,Sing,Masc
1035,Клиническая больница имени С. Р.,Sing,Fem
1036,Миротворцева СГМУ,,
1037,Международная организация работодателей,Sing,Fem
1038,Общество молодых художников,Plur,Masc
1039,Прогрессивно-консервативная партия Канады,Sing,Fem
1040,Архив Сербии,,
1041,Антирелигиозная комиссия,Sing,Fem
1042,"Инсель, Айше Шекибе",,
1043,Консервативная партия (Болгария),Sing,Fem
1044,Венское психоаналитическое общество,Sing,Neut
1045,Высший совет народного хозяйства СССР,Sing,Masc
1046,Российская национальная библиотека,Sing,Fem
1047,Королевская национальная библиотека Нидерландов,Sing,Fem
1048,Обсерватория Бордо,,
1049,Азербайджанская национальная библиотека,Sing,Fem
1050,Левая либеральная партия,Sing,Fem
1051,Международная ассоциация легкоатлетических федераций,Sing,Fem
1052,Круг художников,Plur,Masc
1053,Общество живописцев,Sing,Masc
1054,Русский общевоинский союз,Sing,Masc
1055,Министерство коммерции Российской империи,Sing,Neut
1056,Театр Российской армии,,
1057,Всероссийская ассоциация пролетарских писателей,Sing,Fem
1058,Живая церковь,Sing,Fem
1059,Американский национальный институт стандартов,Sing,Masc
1060,Эстонское общество естествоиспытателей,Sing,Neut
1061,Казанское общество трезвости,Sing,Neut
1062,Британское экологическое общество,Sing,Neut
1063,Национальный институт авиационных технологий,Sing,Masc
1064,Социал-демократы (Дания),Plur,Masc
1065,Украинская партия труда,,
1066,Театр Баден-Бадена,Sing,Masc
1067,Институт Миттаг-Леффлера,Plur,
1068,Анархистский интернационал,Sing,Masc
1069,Литовский театр оперы и балета,Sing,Masc
1070,Цукунфт,Sing,
1071,Тамбовская областная универсальная научная библиотека имени А. С.,,
1072,Пушкина,Sing,Fem
1073,Национальная консерватория (Мексика),Sing,Fem
1074,Общество для содействия русской промышленности и торговле,Sing,Neut
1075,Верховный суд Латвии,Sing,Masc
1076,Королевский британский легион,Sing,Masc
1077,Государственный научно-исследовательский институт медико-экологических проблем,Plur,
1078,Донбасса и угольной промышленности,Sing,Masc
1079,"Доган, Селина",Sing,Masc
1080,Еврейский комитет (1809—1818),Sing,Masc
1081,Киото Санга,Sing,Masc
1082,Больница для подкидышей,Sing,Fem
1083,Объединённая еврейская социалистическая рабочая партия,Sing,Fem
1084,Санкт-Петербургский театр музыкальной комедии,Sing,Masc
1085,Ржевский краностроительный завод,Sing,Masc
1086,Юрьев-Польское викариатство,Sing,Masc
1087,Коммунистическая партия США,Sing,Fem
1088,Ливанская коммунистическая партия,Sing,Fem
1089,Всемирный евангелический альянс,Sing,Masc
1090,Саратовская зональная научная библиотека имени В. А.,,
1091,Артисевич,Sing,Masc
1092,Национальный конгресс,Sing,Masc
1093,Чили,Plur,
1094,Королевское статистическое общество,Sing,Neut
1095,Общество национальной экономики,Sing,Neut
1096,Правая (Италия),Sing,Fem
1097,Военно-морской институт США,Plur,
1098,Американская лига,Sing,Fem
1099,Меньшевики,Plur,Masc
1100,Коммунистическая партия Дании,Sing,Fem
1101,Либеральная партия (Венгрия),Sing,Fem
1102,"Сертель, Атилла",Sing,Masc
1103,Главный раввинат Израиля,Sing,Masc
1104,Великая символическая шотландская ложа,Sing,Fem
1105,Общество независимых художников (США),Sing,Neut
1106,Польское энтомологическое общество,Sing,Neut
1107,Университет Хиросимы,Sing,
1108,Просвита,Sing,Fem
1109,Коммунистическая партия Гондураса,Sing,Fem
1110,Институт истории НАН Беларуси,Plur,
1111,Городская аптека (Гера),Sing,Fem
1112,Русское ботаническое общество,Sing,Neut
1113,Министерство военно-морских сил КША,Sing,Neut
1114,Институт физики Казанского (Приволжского) федерального университета,Plur,
1115,Союз болгарских писателей,Plur,Fem
1116,Иркутский противочумный институт,Plur,
1117,Коммунистическая партия Латвии,Sing,Fem
1118,Олимпийский комитет Монако,Sing,Masc
1119,Малый театр,Sing,Masc
1120,Запорожский научно-исследовательский центр механизации животноводства,Sing,Masc
1121,Православное миссионерское общество,Sing,Neut
1122,Московский НИИ психиатрии,Plur,Fem
1123,Главное управление почт и телеграфов,Plur,
1124,Бугульминское викариатство,Sing,Neut
1125,Общество архитекторов-художников,Plur,Masc
1126,Уралмеханобр,,
1127,Чикагская городская опера,Sing,Masc
1128,Мюнхен-Нимфенбург (ботанический сад),Sing,Masc
1129,Венгерская коммунистическая партия,Sing,Fem
1130,Олимпийский комитет Бельгии,Sing,Masc
1131,Американское общество художников-миниатюристов,Sing,Neut
1132,Оркестр,,
1133,Тонхалле,,
1134,Научная библиотека Радклифа,Sing,Fem
1135,Эндла (театр),Sing,Fem
1136,Центральная библиотека имени А. Н.,Sing,Masc
1137,Зырянова,,
1138,Альянс Франсез,Sing,Masc
1139,Московский комитет грамотности,Sing,Masc
1140,Либеральная партия (Парагвай),Sing,Fem
1141,Академия наук СССР,Sing,Fem
1142,Республиканская народная партия (Турция),Sing,Fem
1143,Общество посещения бедных,Sing,Neut
1144,Грузинский театр имени Шота Руставели,Plur,
1145,Запорожский академический областной украинский музыкально-драматический театр имени В. Г.,Sing,Masc
1146,Магара,Sing,Fem
1147,Ванемуйне (театр),,
1148,Литовская демократическая партия,Sing,Fem
1149,Московское общество распространения коммерческого образования,Sing,Neut
1150,Апелляционный суд Сконе и Блекинге,Sing,Masc
1151,Союз красных фронтовиков,Plur,Masc
1152,Министерство финансов КША,Sing,Neut
1153,Словацкая национальная партия (1871–1938),Sing,Fem
1154,Рабочий молодёжный союз,Sing,Masc
1155,Стамбульская фондовая биржа,Sing,Fem
1156,Испанская социалистическая рабочая партия,Sing,Fem
1157,Арктический клуб,Sing,Masc
1158,Пири,Sing,Fem
1159,Американское общество инженеров-механиков,Sing,Neut
1160,Институт зоологии имени И. И.,Plur,
1161,Шмальгаузена НАН Украины,Sing,Fem
1162,"Байыр, Таджеттин",Sing,Masc
1163,Институт украинского научного языка,Plur,
1164,Петергоф (музей-заповедник),Sing,Masc
1165,Гёттингенская академия наук,Sing,Fem
1166,Министерство иностранных дел,Sing,Masc
1167,Нидерландов,,
1168,Московское общество детских врачей,Sing,Neut
1169,Международная федерация бобслея и скелетона,Sing,Fem
1170,Американская историческая ассоциация,Sing,Fem
1171,London Brick,,
1172,Company,,
1173,Американская государственная ассоциация по контролю над кормами,Sing,Fem
1174,Физико-химический институт имени А. В.,Plur,
1175,Богатского НАН Украины,Sing,Masc
1176,Управление старшего судебно-медицинского эксперта,Sing,Neut
1177,Нью-Йорка,Sing,Fem
1178,"Топрак, Эрдоган",Sing,Masc
1179,Мексиканская либеральная партия,Sing,Fem
1180,Токийский филармонический оркестр,Sing,Masc
1181,Американское колонизационное общество,Sing,Neut
1182,Бристольский зоопарк,Sing,Masc
1183,Немецкое зоологическое общество,Sing,Neut
1184,Папская академия св.,Sing,Fem
1185,Фомы Аквинского,Sing,Masc
1186,ОРТ (организация),Sing,Masc
1187,Центральный спортивный клуб Армии,Plur,Fem
1188,"Аталай, Бесим",,
1189,Коммунистическая партия — оппозиция,Sing,Fem
1190,Ботаническое общество Америки,Sing,Neut
1191,Русское фотографическое общество,Sing,Neut
1192,Чикагское общество офортистов,Sing,Neut
1193,Вольское общество пособия бедным,Sing,Masc
1194,"Баяр, Махмуд Джеляль",Sing,Masc
1195,Российский государственный военный архив,Sing,Masc
1196,Совет по всеобщему образованию,Sing,
1197,Научное общество им.,Sing,Neut
1198,Братьев Гримм,,
1199,Буйон Шартье,Sing,Masc
1200,АРУ (объединение),Sing,Neut
1201,Международная федерация гребного спорта,Sing,Fem
1202,Большой фашистский совет,Sing,Masc
1203,Музей естественной истории Оксфордского университета,Plur,Masc
1204,"Национальные академии наук, инженерии и медицины",Plur,Fem
1205,Четыре искусства,Plur,Neut
1206,Всероссийский мусульманский совет,Sing,Masc
1207,Казанское физико-математическое общество,Sing,Neut
1208,Итальянская радикальная партия,Sing,Fem
1209,Правый центр (организация),Sing,Masc
1210,Клуб 1789 года,,
1211,Тверская областная библиотека имени Горького,Sing,Fem
1212,Исторический музей (Бамберг),Plur,Masc
1213,Горный учёный комитет,Sing,Masc
1214,Государственный институт музыкальной науки,Sing,Masc
1215,Международный союз по изучению четвертичного периода,Sing,Masc
1216,"Эрим, Нихат",Plur,
1217,Норвежское миссионерское общество,Sing,Neut
1218,Вольная русская типография,Sing,Fem
1219,Арктический и антарктический научно-исследовательский институт,Plur,
1220,Осакский филармонический оркестр,Sing,Masc
1221,Норвежская социал-демократическая рабочая партия,Sing,Fem
1222,Торговая палата США,Sing,Fem
1223,Центральная городская публичная библиотека имени В. В.,Sing,Masc
1224,Маяковского,Sing,Masc
1225,Общество для распространения коммерческих знаний,Sing,Neut
1226,Таможенный и акцизный департамент Гонконга,Sing,Masc
1227,Союз воинствующих безбожников,Plur,Masc
1228,Связанное кольцо,Sing,Neut
1229,Древняя великая ложа,Sing,Fem
1230,Англии,Plur,Fem
1231,Национальный олимпийский комитет Греции,Sing,Masc
1232,Актюбинский областной государственный архив,Sing,Masc
1233,Австралийская фондовая биржа,Sing,Fem
1234,Американское математическое общество,Sing,Neut
1235,Российское общество туристов,Sing,Neut
1236,Партия социалистов-революционеров Грузии,Plur,Masc
1237,Австралийский совет профсоюзов,Sing,Masc
1238,Южно-Уссурийское пограничное комиссарство,Sing,Neut
1239,American Veterinary Medical Association,,
1240,Национальное общество скульпторов,Sing,Neut
1241,Фондовая биржа Торонто,Sing,Fem
1242,Пятигорская колония Российского общества,Sing,Fem
1243,Красного Креста,Sing,Masc
1244,Ассоциация польских электриков,Plur,Masc
1245,Консервативная партия Канады (1867–1942),Sing,Fem
1246,Коммунистический интернационал молодёжи,Sing,Masc
1247,Национальная ассоциация содействия прогрессу цветного населения,Sing,
1248,Чувашский государственный институт гуманитарных наук,Plur,
1249,Свободно-консервативная партия,Sing,Fem
1250,Министерство финансов США,Sing,Neut
1251,Смоленская областная организация ВЛКСМ,Plur,
1252,Геологическое общество Франции,Sing,Neut
1253,Череп и феникс,Sing,Masc
1254,Безансонская обсерватория,Sing,Fem
1255,Институт законодательства и сравнительного правоведения,Plur,
1256,Узбекский национальный академический драматический театр,Sing,Masc
1257,Международный статистический институт,Plur,
1258,"Аксой, Муаммер",Sing,Masc
1259,Библиотека Зи-Ка-Вэй,,
1260,Мастера аналитического искусства,Sing,Masc
1261,Папская Римская археологическая академия,Sing,Fem
1262,Бюро авторского права США,Sing,Neut
1263,Великий восток Бразилии,Sing,Masc
1264,Немецкий союз свободомыслящих,Sing,Masc
1265,Институционно-революционная партия,Sing,Fem
1266,Свободная демократическая партия Швейцарии,Sing,Fem
1267,Среднеазиатское бюро ЦК ВКП(б),Sing,Neut
1268,Демократический центр (Латвия),Sing,Masc
1269,Политехническое общество,Sing,Neut
1270,Рейхсбаннер,Sing,Masc
1271,Главный концессионный комитет,Sing,Masc
1272,Королевское астрономическое общество,Sing,Neut
1273,Немецкое физическое общество,Sing,Neut
1274,Богатырь (спортивное общество),Sing,Masc
1275,Брайль-лига,Sing,Masc
1276,Тверьгражданпроект,Sing,
1277,Институт виноградарства и виноделия имени В.,Plur,
1278,Е.,Sing,Neut
1279,Таирова,,
1280,Витебская губернская учёная архивная комиссия,Sing,Fem
1281,Социалистическая еврейская рабочая партия,Sing,Fem
1282,Муниципальная библиотека Нанта,Sing,Fem
1283,Олимпийский комитет Ирландии,Sing,Masc
1284,Союз филателистов Украины,Plur,Masc
1285,Американская ассоциация общественных колледжей,Sing,Fem
1286,ВОПРА,Sing,Fem
1287,"Озкан, Тунджай",Sing,Masc
1288,Научно-исследовательский институт бетона и железобетона,Sing,Masc
1289,Общество историков-марксистов,Plur,Masc
1290,Независимые украинские социал-демократы,Plur,
1291,МОДПиК,,
1292,Министерство финансов Нидерландов,Sing,Neut
1293,Сайтамский университет,Sing,
1294,Национальная библиотека Румынии,Sing,Fem
1295,Итальянская федерация шашек,Sing,Fem
1296,Государственный оптический институт,Plur,
1297,Венские мастерские,Plur,
1298,Ахрар (партия),Sing,Masc
1299,Королевское авиационное общество,Sing,Neut
1300,Полтавская губернская учёная архивная комиссия,Sing,Fem
1301,Городская клиническая больница № 1 (Москва),Sing,Fem
1302,Четамская библиотека,Sing,Fem
1303,Вологодский драматический театр,Sing,Masc
1304,Зоологический институт РАН,Sing,Masc
1305,Месаме-даси,Sing,Neut
1306,Херсонская областная универсальная научная библиотека имени Олеся Гончара,Sing,Masc
1307,Немецкий институт по стандартизации,Sing,Masc
1308,Ольстерская юнионистская партия,Sing,Fem
1309,Федеральный верховный суд Бразилии,Sing,Masc
1310,Восточно-Казахстанская областная универсальная библиотека имени Абая,Sing,Fem
1311,Костромской государственный драматический театр имени А. Н. Островского,Sing,Masc
1312,Молодёжный театр,Sing,Masc
1313,Узбекистана,Sing,Fem
1314,Театр Малибран,,
