,entity,number,gender
622,Міжамериканський суд з прав людини,Sing,Masc
623,Державна служба морського та річкового транспорту України,Sing,Fem
624,Дорожня поліція Невади,Sing,Fem
625,Міністерство охорони навколишнього природного середовища України (1991—1995),Sing,Neut
626,Місія ООН у Кот-д'Івуарі,Sing,Fem
627,Український кризовий медіа-центр,Sing,Masc
628,Олімпійський комітет Швеції,Sing,Masc
629,Антарктичний інститут Аргентини,Sing,Masc
630,Орден якоїсь таємничої руки,Plur,Fem
631,Міністерство оборони Болгарії,Sing,Neut
632,Європейський шаховий союз,Sing,Masc
633,Одеська обласна державна адміністрація,Sing,Fem
634,Економічне співтовариство країн Західної Африки,Sing,Neut
635,Департамент азартних ігор Арізони,Sing,Masc
636,Інтернет асоціація України,Sing,Masc
637,English Heritage,,
638,Російська національна єдність,Sing,Fem
639,Міжнародний математичний союз,Sing,Masc
640,Генеральний суд штату Нью-Гемпшир,Sing,Masc
641,Патрульна поліція України,Sing,Fem
642,Ленінградський рок-клуб,Sing,Masc
643,Великі національні збори Туреччини,Plur,Masc
644,ЮНЕСКО,Sing,Fem
645,Хорватська поліція,Sing,Fem
646,Фонд Конрада Аденауера,Sing,Masc
647,Лондонське місіонерське товариство,Sing,Neut
648,Європейська південна обсерваторія,Sing,Fem
649,Український центр оцінювання якості освіти,Sing,Masc
650,Словацька академія наук,Sing,Fem
651,Eirin,,
652,Культурно-просвітницька спілка поляків міста Прилуки,Sing,Fem
653,Європейські інженерні змагання BEST,Plur,Neut
654,Інститут міжнародних відносин (Чехія),Sing,Masc
655,Народний комісаріат внутрішніх справ СРСР,Sing,Masc
656,Хамас,Sing,Masc
657,Entertainment Software Association,,
658,Державний департамент США,Sing,Masc
659,Міністерство культури Республіки Білорусь,Sing,Neut
660,PragerU,,
661,Комісія з контролю за казино в Огайо,Sing,Fem
662,Група 77,Sing,Fem
663,Канадський зал слави гірничої справи,Sing,Masc
664,Робітниче товариство «Воля»,Sing,Neut
665,Німецька національна академія наук Леопольдина,Sing,Fem
666,Рійгікогу,,
667,Олімпійський комітет Хорватії,Sing,Masc
668,Європол,Sing,Masc
669,Міжнародна рада з дитячої та юнацької книги,Sing,Fem
670,Південно-Руський Автомобільний Клуб,Sing,Masc
671,Асоціація україністів Японії,Sing,Fem
672,Український спортовий союз,Sing,Masc
673,Національний архів Аргентини,Plur,Masc
674,Distributed Management Task Force,,
675,Грузинська національна академія наук,Sing,Fem
676,Центральна спілка українців Німеччини,Sing,Fem
677,Федеральне міністерство праці та соціальних питань Німеччини,Sing,Neut
678,Історичний архів (Бітола),Plur,Masc
679,Канадська берегова охорона,Sing,Fem
680,Польське геронтологічне товариство,Sing,Neut
681,Фонд «Відкритий діалог»,Sing,Masc
682,Федерація футболу Західної Азії,Sing,Fem
683,Франкфуртський книжковий ярмарок,Sing,Masc
684,Велика фашистська рада,Sing,Fem
685,Міністерство громадської безпеки КНР,Sing,Neut
686,Товариство прихильників освіти,Sing,Neut
687,Державний комітет СРСР з кінематографії,Sing,Masc
688,TCDD Taşımacılık,,
689,Жіночий соціально-політичний союз,Sing,Masc
690,Британська Есперантистська Молодь,Sing,Fem
691,Африканерський Рух Опору,Sing,Masc
692,Міністерство внутрішніх справ Хорватії,Sing,Neut
693,Живописний заповідник,Sing,Masc
694,U-Report,,
695,Японське агентство міжнародного співробітництва,Sing,Neut
696,Всеукраїнський благодійний фонд «Журналістська ініціатива»,Sing,Masc
697,Міжнародна фонетична асоціація,Sing,Fem
698,Міжнародний благодійний фонд на честь Покрови Пресвятої Богородиці,Plur,Fem
699,Королівська академія наук і мистецтв Бельгії,Sing,Fem
700,Всесвітня рада церков,Sing,Fem
701,ProPublica,,
702,Олімпійський комітет Ліхтенштейну,Sing,Masc
703,Центр безпеки та перспективних технологій,Sing,Masc
704,Німецьке товариство міжнародного співробітництва,Sing,Neut
705,Ініціативи змін,Plur,Fem
706,Польське фізіологічне товариство,Sing,Neut
707,Гашомер Гацаїр,Sing,Masc
708,В захист тварин,Sing,Masc
709,Міжнародна рада музеїв,Sing,Fem
710,Фудвоч,Sing,Masc
711,Open Whisper Systems,,
712,Секретаріат Кабінету Міністрів Японії,Sing,Masc
713,Гітлер'югенд,Sing,Masc
714,Чорноморський банк торгівлі і розвитку,Sing,Masc
715,Heinz Heise,,
716,Конституційний суд Румунії,Sing,Masc
717,Міжнародний географічний союз,Sing,Masc
718,D-8 (Ісламська вісімка),,
719,Хезболла,Sing,Fem
720,HeForShe,,
721,Європейська асоціація вільної торгівлі,Sing,Fem
722,Історичне товариство у Львові,Sing,Neut
723,Національний демократичний інститут,Sing,Masc
724,АБКУ «Суперліга»,Sing,Fem
725,Союз українських філателістів і нумізматів,Sing,Masc
726,Королівська академія живопису і скульптури,Sing,Fem
727,Сирецький концентраційний табір,Sing,Masc
728,Українська рада торгових центрів,Sing,Fem
729,НАСА,Sing,Fem
730,Користувач:Андрій Піщанський/Чернетка,Sing,Masc
731,Стоваришіня лемків,Sing,Fem
732,Бундесрат (Австрія),Sing,Masc
733,Ігрова комісія штату Мічиган,Sing,Fem
734,Робітнича партія (Чехія),Sing,Fem
735,Міжнародний союз молоді,Sing,Masc
736,Виконавчий офіс Президента США,Sing,Masc
737,Всесвітня федерація найвищих веж,Sing,Fem
738,Агентство охорони природи та ландшафту Чеської Республіки,Sing,Neut
739,Саюдіс,Sing,Masc
740,Данська рада у справах біженців,Sing,Fem
741,З'їзд народних депутатів СРСР,Sing,Masc
742,Народний фронт (Україна),Sing,Masc
743,Американсько-ізраїльський комітет громадських зв'язків,Sing,Masc
744,Олімпійський комітет Республіки Косово,Sing,Masc
745,Зупинимо ісламізацію Данії,Plur,
746,KSE Institute,,
747,Прусська академія наук,Sing,Fem
748,Пошта Ізраїлю,Sing,Fem
749,Міжнародний олімпійський комітет,Sing,Masc
750,Асоціація міжнародних експедиторів України,Sing,Fem
751,Комісія з гідрології та гідроекології Українського географічного товариства,Sing,Fem
752,Вищий суд з питань інтелектуальної власності,Sing,Masc
753,Народна воля,Sing,Fem
754,Parimatch,,
755,Державна служба геології та надр України,Sing,Fem
756,Господарський суд Чернігівської області,Sing,Masc
757,Комінформ,Sing,Neut
758,Європейська федерація хокею на траві,Sing,Fem
759,Український науково-технологічний центр,Sing,Masc
760,Американська асоціація криптограм,Sing,Fem
761,Центр грецької мови,Sing,Masc
762,Піонерський рух,Sing,Masc
763,Верховна рада культурної революції,Sing,Fem
764,PostEurop,,
765,Європейська Організація Жінок в Математиці (EWM),Sing,Fem
766,Український Альянс у Швеції,Sing,Masc
767,Рух опору імені Петра Алексєєва,Sing,Masc
768,Європейський кооператив Лонго Май,Sing,Masc
769,Європейська навчальна фундація,Sing,Fem
770,Національна погодна служба,Sing,Fem
771,Історична Англія,Sing,Fem
772,Combat-UA,,
773,Чеське астрономічне товариство,Sing,Neut
774,Всеукраїнська надзвичайна комісія,Sing,Fem
775,Парламент Пакистану,Sing,Masc
776,Суд Європейського Союзу,Sing,Masc
777,Миротворчі сили ООН,Plur,Fem
778,Європейське математичне товариство,Sing,Neut
779,Комісія з атомної енергії США,Sing,Fem
780,Eclipse Foundation,,
781,Львівська виправна колонія № 48,Sing,Fem
782,Спілка письменників Молдови,Sing,Fem
783,Середземноморський союз,Sing,Masc
784,Європейська конфедерація волейболу,Sing,Fem
785,Unifrance,,
786,Київський міжнародний економічний форум,Sing,Masc
787,Баугауз,Sing,Masc
788,Федеральна канцелярія Швейцарії,Sing,Fem
789,Інтурист (туристична агенція),Sing,Masc
790,Управління енергетичної інформації,Sing,Neut
791,Миколаївська обласна рада,Sing,Fem
792,Поліція Сербії,Sing,Fem
793,Міжнародне енергетичне агентство,Sing,Neut
794,Федеральна поліція Бельгії,Sing,Fem
795,Башкирський уряд,Sing,Masc
796,Міжнародна кінологічна федерація,Sing,Fem
797,Херсонська районна державна адміністрація,Sing,Fem
798,Конституційний суд Російської Федерації,Sing,Masc
799,Математична асоціація Америки,Sing,Fem
800,Аргентинська футбольна асоціація,Sing,Fem
801,Громадяни Польщі,Plur,Masc
802,Гестапо,,
803,Фонд ООН у галузі народонаселення,Sing,Masc
804,Полтавська обласна рада,Sing,Fem
805,Партія зелених Канади,Sing,Fem
806,WikiLeaks,,
807,Міністерство громадської безпеки (Польща),Sing,Neut
808,Гельська атлетична асоціація,Sing,Fem
809,Легкоатлетична асоціація Північної і Центральної Америки та країн Карибського басейну,Sing,Fem
810,Австралійська виборча комісія,Sing,Fem
811,Робітнича партія Курдистану,Sing,Fem
812,Синдикат французьких кінокритиків,Sing,Masc
813,Extinction Rebellion,,
814,Національний фонд досліджень України,Sing,Masc
815,Національний департамент архівів Азербайджану,Sing,Masc
816,"Королівська академія наук, письменства та витончених мистецтв Бельгії",Sing,Fem
817,Американська асоціація державних службовців автомобільних доріг та транспорту (AASHTO),Sing,Fem
818,Місія ООН у Ліберії,Sing,Fem
819,Запорізька обласна державна адміністрація,Sing,Fem
820,Печерський районний суд міста Києва,Sing,Masc
821,Головне управління по боротьбі з організованою злочинністю і корупцією,Sing,Neut
822,Всеукраїнський центр професійної реабілітації інвалідів,Sing,Masc
823,Торгово-промислова палата Ізраїль-Україна,Sing,Fem
824,Червоний список Міжнародного союзу охорони природи,Sing,Masc
825,Європейська економічна комісія ООН,Sing,Fem
826,Міністерство фінансів Литви,Sing,Neut
827,"Центр досліджень армії, конверсії та роззброєння",Sing,Masc
828,Польська академія наук,Sing,Fem
829,Серболужицький Сокіл,Sing,Masc
830,Дім Слів,Sing,Masc
831,Спілка студентів-українців у Німеччині,Sing,Fem
832,Британський інститут кінематографії,Sing,Masc
833,Римський клуб,Sing,Masc
834,Інститут Санта-Фе,Sing,Masc
835,Білоруське об'єднання військовиків,Sing,Neut
836,Товариство імені Михайла Качковського,Sing,Neut
837,Супер Регбі,Sing,Fem
838,Королівське нумізматичне товариство (Велика Британія),Sing,Neut
839,Академія наук Естонії,Sing,Fem
840,Джойнт (організація),Sing,Masc
841,Міністерство фінансів Данії,Sing,Neut
842,Фондова біржа Молдови,Sing,Fem
843,Товариство одеських лікарів,Sing,Neut
844,Національна служба здоров'я України,Sing,Fem
845,Міністерство науки та освіти Хорватії,Sing,Neut
846,Товариство української мови США,Sing,Neut
847,Поштова адміністрація ООН,Sing,Fem
848,Центральний сіоністський архів,Plur,Masc
849,Національна асамблея Каталонії,Sing,Fem
850,Поліцейсько-прикордонна служба Естонії,Sing,Fem
851,BAAINBw,,
852,Рада з географічних назв (США),Sing,Fem
853,Гуманітарний Штаб Ріната Ахметова,Sing,Masc
854,"Міністерство освіти і науки, молоді та спорту України",Sing,Neut
855,Всеукраїнський істпарт,Sing,Masc
856,Національний олімпійський комітет Узбекистану,Sing,Masc
857,Польське наукове товариство у Львові,Sing,Neut
858,Федеральний інститут досліджень (Німеччина),Sing,Masc
859,Фонд боротьби з корупцією,Sing,Masc
860,Міністерство оборони Японії,Sing,Neut
861,Українська Жіноча Варта,Sing,Fem
862,Босняцька академія наук і мистецтв,Sing,Fem
863,Державне агентство розвитку туризму України,Sing,Neut
864,Міністерство культури України,Sing,Neut
865,Міжнародна асоціація повітряного транспорту,Sing,Fem
866,Товариство правознавства і державних знань,Sing,Neut
867,Любов проти гомосексуалізму,Sing,Fem
868,Укрпрофоздоровниця,Sing,Fem
869,Міжнародний консорціум журналістів-розслідувачів,Sing,Masc
870,Таварыства Вольных Літаратараў,Sing,Fem
871,Національне агентство Нігерії з досліджень і розробок в області космічної техніки,Sing,Neut
872,Парламент Валлонії,Sing,Masc
873,"Міністерство сім'ї, праці та соціальної політики Польщі",Sing,Neut
874,Веймарські установчі збори,Plur,Masc
875,Державна дума Федеральних зборів Російської Федерації VII скликання,Sing,Fem
876,CAMRA,,
877,Global Game Jam,,
878,Херсонська обласна рада,Sing,Fem
879,Національний олімпійський комітет Туреччини,Sing,Masc
880,Люди важливі,Plur,
881,КАФ,Sing,Masc
882,Расельська група,Sing,Fem
883,Israel Aerospace Industries,,
884,Комітет порятунку Естонії,Sing,Masc
885,Парламент Казахстану,Sing,Masc
886,Міністерство юстиції Хорватії,Sing,Neut
887,Науково-дослідницький інститут соціального розвитку Організації об'єднаних націй,Sing,Masc
888,Міністерство надзвичайних ситуацій України,Sing,Neut
889,Міжнародний союз тріатлону,Sing,Masc
890,Державний комітет телебачення і радіомовлення України,Sing,Masc
891,Конституційний суд Боснії і Герцеговини,Sing,Masc
892,Кіберпартизани,Plur,Masc
893,Асамблея Косова,Sing,Fem
894,Геологічна служба Австрії,Sing,Fem
895,Міжурядова організація з міжнародних залізничних перевезень,Sing,Fem
896,Аналітичний центр CEDOS,Sing,Masc
897,Американська економічна спілка,Sing,Fem
898,Спеціалізована антикорупційна прокуратура,Sing,Fem
899,Міжнародна організація радіомовлення та телебачення,Sing,Fem
900,Американське метеорологічне товариство,Sing,Neut
901,Польська гуманітарна акція,Sing,Fem
902,Федерація Європейських Професійних Фотографів,Sing,Fem
903,Чартерний інститут маркетингу,Sing,Masc
904,Правовий форум Землі Ізраїльської,Sing,Masc
905,Міністерство фінансів Хорватії,Sing,Neut
906,Чемпіонат АНЗ,Sing,Masc
907,X-Rated Critics Organization,,
908,Національна соціальна сервісна служба України,Sing,Fem
909,Centre for Access to Football in Europe,,
910,Вищий адміністративний суд Чеської Республіки,Sing,Masc
911,Білоруський ПЕН-центр,Sing,Masc
912,Партія вільних демократів,Sing,Fem
913,Національний центр біотехнологічної інформації,Sing,Masc
914,Уряд Боснії і Герцеговини,Sing,Masc
915,Американське єврейське історичне товариство,Sing,Neut
916,Міністерство промислової політики України,Sing,Neut
917,Американська асоціація інженерних товариств,Sing,Fem
918,Харківське товариство грамотності,Sing,Neut
919,БАФТА Шотландія,Sing,Fem
920,Центральне статистичне управління,Sing,Neut
921,Всеукраїнська асоціація марксистсько-ленінських інститутів,Sing,Fem
922,Комісія фон дер Ляєн,Sing,Fem
923,Академія будівництва і архітектури Української РСР,Sing,Masc
924,Північноатлантична рада,Sing,Fem
925,Товариство святого Рафаїла для охорони руських емігрантів з Галичини і Буковини,Sing,Neut
926,Sportmaster,,
927,Європейська бізнес асоціація,Sing,Fem
928,Державна служба статистики України,Sing,Fem
929,Wi-Fi Alliance,,
930,Легіслатура штату Вашингтон,Sing,Fem
931,"Державний комітет у справах сім'ї, жінок та дітей Азербайджану",Sing,Masc
932,Президентська служба безпеки (Південна Корея),Sing,Fem
933,Федеральна комісія зі зв'язку США,Sing,Fem
934,Спілка української молоді,Sing,Fem
935,Інститут прикладних навчальних наук,Sing,Masc
936,Національний науковий фонд,Sing,Masc
937,Уряд Української Народної Республіки в екзилі,Sing,Masc
938,Кабінет Міністрів України,Sing,Masc
939,Господарський суд міста Києва,Sing,Masc
940,MitOst,,
941,Федеральний департамент внутрішніх справ Швейцарії,Sing,Masc
942,Військове міністерство Австро-Угорщини,Sing,Neut
943,Організація українок Канади імені Ольги Басараб,Sing,Fem
944,Червоні бригади,Plur,Fem
945,Антарктичний інститут Уругваю,Sing,
946,Господарський суд Одеської області,Sing,Masc
947,Організація Східнокарибських держав,Sing,Fem
948,Королівська галісійська академія,Sing,Fem
949,Легіслатура штату Айдахо,Sing,Fem
950,Національна асамблея Угорщини,Sing,Fem
951,Товариство українських поступовців,Sing,Neut
952,Книжкова палата України імені Івана Федорова,Sing,Fem
953,Співдружність Незалежних Держав,Sing,Fem
954,Палата депутатів Парламенту Чехії,Sing,Fem
955,Національна асамблея Республіки Корея,Sing,Fem
956,Міністерство сільського господарства та продовольчої промисловості Молдови,Sing,Neut
957,Федеральне агентство з надзвичайних ситуацій США,Sing,Neut
958,Американський клуб собаківництва,Sing,Masc
959,Міністерство оборони Великої Британії,Sing,Neut
960,Асоціація спортивної боротьби України,Sing,Fem
961,Парламент Канади,Sing,Masc
962,Міжнародна обсерваторія з академічного ранжування,Sing,Fem
963,Міністерство спорту та туризму Польщі,Sing,Neut
964,Міжнародна федерація кінопреси,Sing,Fem
965,Австралійська Есперанто-Асоціація,Sing,Fem
966,Фонд Президента України з підтримки освітніх та наукових програм для молоді,Sing,Masc
967,Український інститут публічної політики,Sing,Masc
968,Чернівецька обласна рада,Sing,Fem
969,Польське хімічне товариство,Sing,Neut
970,Королівська військова поліція Нідерландів,Sing,Fem
971,Федеральна служба контррозвідки Російської Федерації,Sing,Fem
972,AIESEC,,
973,Світова асоціація медичних редакторів,Sing,Fem
974,СУК,Sing,Masc
975,Історичний архів (Велес),Plur,Masc
976,Український науково-дослідний інститут екологічних проблем,Sing,Masc
977,Білий молот,Sing,Masc
978,Парламент Фландрії,Sing,Masc
979,Академія наук Туреччини,Sing,Fem
980,Арктична рада,Sing,Fem
981,Євразійське економічне співтовариство,Sing,Neut
982,Доступно.,,
983,UA,,
984,Фонд оборони країни,Sing,Masc
985,Американська психологічна асоціація,Sing,Fem
986,Театр Дормена,Sing,Masc
987,Господарський суд Дніпропетровської області,Sing,Masc
988,Агенція торгівлі й розвитку Сполучених Штатів Америки,Sing,Fem
989,Срібний легіон Америки,Sing,Masc
990,Повернись живим,Sing,Masc
991,Національний олімпійський комітет Вірменії,Sing,Masc
992,Дев'яносто дев'ять,,
993,Національна рада жінок США,Sing,Fem
994,Регулюючий орган соліситорів,Sing,Masc
995,Неокомуністична партія Радянського Союзу,Sing,Fem
996,Міжнародна асоціація із запобігання самогубствам,Plur,
997,Арсенал Пікатінні,Sing,Masc
998,Народно-визвольний фронт,Sing,Masc
999,East StratCom Task Force,,
1000,Американська спілка захисту громадянських свобод,Sing,Fem
1001,Королівська академія іспанської мови,Sing,Fem
1002,Бібліотека № 152 сімейного читання (Київ),Sing,Fem
1003,Державна служба технічного регулювання України,Sing,Fem
1004,Наше майбутнє (фонд),Sing,Neut
1005,Інститут Гувера,Sing,Masc
1006,Бюро довгот,Sing,Neut
1007,Харківський центр українознавства,Sing,Masc
1008,Парламентська асамблея НАТО,Sing,Fem
1009,Економічна і соціальна рада ООН,Sing,Fem
1010,Метео-Франс,Sing,Masc
1011,Національна поліція Франції,Sing,Fem
1012,Givova,,
1013,Севастопольська міська державна адміністрація,Sing,Fem
1014,Олімпійська рада Азії,Sing,Fem
1015,Українська дитячо-юнацька футзальна ліга,Sing,Fem
1016,Ударні військово-морські сили НАТО,Plur,Fem
1017,Австралійська академія кіно і телебачення,Sing,Fem
1018,Національна поліція України,Sing,Fem
1019,Івано-Франківська обласна рада,Sing,Fem
1020,Міністерство освіти і науки Швеції,Sing,Neut
1021,Державна авіаційна служба України,Sing,Fem
1022,Народна судова палата,Sing,Fem
1023,Національна зала слави винахідників США,Sing,Fem
1024,Центр політики безпеки,Sing,Masc
1025,Асоціація Агассіз,Sing,Fem
1026,КОНКАКАФ,Sing,Masc
1027,Європейська Молодь Норвегії,Sing,Fem
1028,Комсомол,Sing,Masc
1029,Азербайджанський театр опери і балету імені Мірзи Фаталі Ахундова,Sing,Masc
1030,Організація Об'єднаних Націй з промислового розвитку,Sing,Fem
1031,Міжнародний рух за заборону протипіхотних мін,Sing,Masc
1032,Національна фільмотека,Sing,Fem
1033,Correo Argentino,,
1034,Бюро з розслідування та аналізу безпеки цивільної авіації,Sing,Neut
1035,Ізраїльська Молодіжна Есперанто-Ліга,Sing,Fem
1036,Якутуголь,Sing,
1037,Європейська Бізнес Асамблея,Sing,Masc
1038,Human Rights Watch,,
1039,Агентство стандартизації НАТО,Sing,Neut
1040,Міністерство державної скарбниці Польщі,Sing,Neut
1041,Уповноважений Президента України з питань контролю за діяльністю Служби безпеки України,Sing,Masc
1042,Антимонопольний комітет України,Sing,Masc
1043,Академія наук Узбекистану,Sing,Fem
1044,"Міністерство науки, технології і вищої освіти",Sing,Neut
1045,Парламент Уельсу,Sing,Masc
1046,Американська асоціація українознавства,Sing,Fem
1047,Асоціація українців штату Вашингтон,Sing,Fem
1048,"Товариство дослідників української історії, писемності та мови в Ленінграді",Sing,Neut
1049,Королівське економічне товариство,Sing,Neut
1050,Асоціація дослідників голодоморів в Україні,Sing,Fem
1051,Гаката,Sing,Fem
1052,Міжнародне Бюро Виставок,Sing,Neut
1053,Рада у справах релігійних культів,Sing,Fem
1054,Всесвітній економічний форум,Sing,Masc
1055,Американська федерація праці — Конгрес виробничих профспілок,Sing,Masc
1056,Міністерство праці та соціального захисту Республіки Білорусь,Sing,Neut
1057,Ісландська арктична мережа співпраці,Sing,Fem
1058,Федеральна поліція Німеччини,Sing,Fem
1059,Тернопільський благодійний фонд «Карітас»,Sing,Masc
1060,Комітет з прав людини ООН,Sing,Masc
1061,Колегіум невидимий,Sing,Masc
1062,Міжнародна організація журналістів,Sing,Fem
1063,HathiTrust,,
1064,Міжнародний паралімпійський комітет,Sing,Masc
1065,Верховна Рада Республіки Білорусь,Sing,Fem
1066,Полтавський церковний історико-археологічний комітет,Sing,Masc
1067,Національна асамблея Франції,Sing,Fem
1068,Міністерство внутрішніх справ та управління Польщі,Sing,Neut
1069,Російське ботанічне товариство,Sing,Neut
1070,Терноцвіт (есперанто-клуб),Sing,Masc
1071,Європейська рада ресусцитації,Sing,Fem
1072,Олімпійська спортивна конфедерація Німеччини,Sing,Fem
1073,Національна академія наук Азербайджану,Sing,Fem
1074,Відділ боротьби з розкраданням соціалістичної власності,Sing,Masc
1075,Одеське товариство історії і старожитностей,Sing,Neut
1076,Національна академія наук Республіки Вірменії,Sing,Fem
1077,Дворянське зібрання,Sing,Neut
1078,Метеорологічне управління Японії,Sing,Neut
1079,Київське товариство охорони пам'яток старовини та мистецтва,Sing,Neut
1080,Європейська Академія,Sing,Fem
1081,Уряд Карпатської України,Sing,Masc
1082,Зелений хрест (організація),Sing,Masc
1083,Латвійська дипломатична служба в еміграції,Sing,Fem
1084,Міжнародна асоціація розвитку,Sing,Fem
1085,Куперівське орнітологічне товариство,Sing,Neut
1086,Українське військово-історичне товариство у Польщі,Sing,Neut
1087,Міжнародне епізоотичне бюро,Sing,Neut
1088,Відродження — Відергебурт,Sing,Masc
1089,Європейський інститут із гендерної рівності,Sing,Masc
1090,Польське національне агентство з питань академічного обміну,Sing,Neut
1091,Interpret Europe,,
1092,Національний комітет визволення Югославії,Sing,Masc
1093,Міністерство сільськогосподарського джихаду (Іран),Sing,Neut
1094,European Film Promotion,,
1095,Академія наук і мистецтв Республіки Сербської,Sing,Fem
1096,Парламент Шотландії,Sing,Masc
1097,Відділ зовнішніх церковних зв'язків Московського патріархату,Sing,Masc
1098,Житомирська обласна державна адміністрація,Sing,Fem
1099,Комуністична партія України,Sing,Fem
1100,Всесвітній поштовий союз,Sing,Masc
1101,Європейська патентна організація,Sing,Fem
1102,Товариство білоруської мови імені Франциска Скорини,Sing,Neut
1103,Українське гігієнічне товариство,Sing,Neut
1104,Erasmus Student Network,,
1105,Всесвітня Ліга Культури,Sing,Fem
1106,Спілка художників СРСР,Sing,Fem
1107,Всесоюзна центральна рада професійних спілок,Sing,Fem
1108,Європейський суд з прав людини,Sing,Masc
1109,Wegelin,,
1110,Геологічний комітет,Sing,Masc
1111,Група Світового банку,Sing,Fem
1112,JALLC,,
1113,Міжнародне товариство з переливання крові,Sing,Neut
1114,Багатостороння агенція з гарантій інвестицій,Sing,Fem
1115,Інститут електронної фізики НАН України,Sing,Masc
1116,Верховний суд Естонії,Sing,Masc
1117,Комісія з дослідження космосу та верхніх шарів атмосфери,Sing,Fem
1118,Українське фізичне товариство,Sing,Neut
1119,Українська асоціація юдаїки,Sing,Fem
1120,"The Tor Project, Inc",,
1121,Коаліція Росія — Сирія — Іран — Ірак,Sing,Masc
1122,"Міністерство регіонального розвитку, лісівництва та водокористування Хорватії",Sing,Neut
1123,Українська Національна Рада Західноукраїнської Народної Республіки,Sing,Fem
1124,Українська соціал-демократія,Sing,Fem
1125,Європейська конфедерація бейсболу,Sing,Fem
1126,Міжурядова група експертів з питань змін клімату,Sing,Fem
1127,Київський міський крейсерський яхт-клуб,Sing,Masc
1128,Фронт національного визволення Уганди,Sing,Masc
1129,Всеукраїнське товариство «Лемківщина»,Sing,Neut
1130,Міністерство у справах релігій Ізраїлю,Sing,Neut
1131,Mensa International,,
1132,Данський королівський балет,Sing,Masc
1133,Electronic Frontier Foundation,,
1134,Проєкт розслідування корупції та організованої злочинності,Sing,Masc
1135,Академія наук Чеченської Республіки,Sing,Fem
1136,Ізборський клуб,Sing,Masc
1137,Державна інспекція енергетичного нагляду України,Sing,Fem
1138,Парламент Грузії,Sing,Masc
1139,Сталевий шолом,Sing,Masc
1140,Данський інститут культури,Sing,Masc
1141,Європейський центр середньострокових прогнозів погоди,Sing,Masc
1142,Товариство сучасних архітекторів України,Sing,Neut
1143,Спілка молодих соціалістів,Sing,Fem
1144,Комісія з цінних паперів і бірж США,Sing,Fem
1145,Американська асоціація кінокомпаній,Sing,Fem
1146,Підготовча комісія Організації Договору про всеосяжну заборону ядерних випробувань,Sing,Fem
1147,Центральне антикорупційне бюро,Sing,Neut
1148,Департамент стратегічних розслідувань Національної поліції України,Sing,Masc
1149,Єврейська бойова організація,Sing,Fem
1150,Господарський суд Житомирської області,Sing,Masc
1151,Міністерство довкілля Японії,Sing,Neut
1152,Федеральний департамент фінансів Швейцарії,Sing,Masc
1153,Антикомуністична Дія,Sing,Fem
1154,Washington State Gambling Commission,,
1155,Математичний інститут Клея,Sing,Masc
1156,SPARC (коаліція),,
1157,Міжнародний комітет з контролю за наркотиками,Sing,Masc
1158,Сумська обласна рада,Sing,Fem
1159,Жіноча служба пілотів Військово-повітряних сил США,Sing,Fem
1160,Державна жандармерія ЗУНР,Sing,Fem
1161,Міністерство транспорту США,Sing,Neut
1162,Центральна виборча комісія України,Sing,Fem
1163,Центр досліджень визвольного руху,Sing,Masc
1164,Світова організація торгівлі,Sing,Fem
1165,Недільне зібрання (організація),Sing,Neut
1166,"УкрАгроКом (компанія, Головківка)",,
1167,Нічні Вовки,Plur,Fem
1168,Організація регіональної співпраці та розвитку,Sing,Fem
1169,Центральний страховий фонд,Sing,Masc
1170,The Ocean Cleanup,,
1171,Єврейська конфедерація України,Sing,Fem
1172,Департамент контррозвідки Служби безпеки України,Sing,Masc
1173,Революційна Конфедерація Анархістів-Синдикалістів імені Нестора Махна,Sing,Fem
1174,Господарський суд Рівненської області,Sing,Masc
1175,Центральний банк Росії,Sing,Masc
1176,Меджліс кримськотатарського народу,Sing,Masc
1177,Міністерство туризму Хорватії,Sing,Neut
1178,Plant-for-the-Planet,,
1179,Польський дім,Sing,Masc
1180,Організація визволення Палестини,Sing,Fem
1181,Академія наук вищої освіти України,Sing,Fem
1182,Хорватський національний опір,Sing,Masc
1183,Народний фронт визволення Еритреї,Sing,Masc
1184,Software in the Public Interest,,
1185,Східноафриканське співтовариство,Sing,Neut
1186,Міністерство фінансів Республіки Білорусь,Sing,Neut
1187,LulzSec,,
1188,Федерація роботодавців медійної галузі,Sing,Fem
1189,Слов'янський інститут,Sing,Masc
1190,Національна рада провінцій,Sing,Fem
1191,Партія зелених (Швеція),Sing,Fem
1192,Інститут права (Литва),Sing,Masc
1193,Національний олімпійський комітет Північної Македонії,Sing,Masc
1194,Сігурімі,Plur,Masc
1195,Департамент поліції Лос-Анджелеса,Sing,Masc
1196,Будинок вчених (Санкт-Петербург),Plur,Masc
1197,Законодавча Рада Брунею,Sing,Fem
1198,WHATWG,,
1199,Федерація боксу Росії,Sing,Fem
1200,OWASP,,
1201,Рівненська обласна рада,Sing,Fem
1202,Всесвітній конгрес сіоністів,Sing,Masc
1203,Рада міністрів РРФСР,Sing,Fem
1204,Комітет радянських жінок,Sing,Masc
1205,Національне бюро економічних досліджень (США),Sing,Neut
1206,Американська асоціація юристів,Sing,Fem
1207,Куликівська центральна районна бібліотека,Sing,Fem
1208,Міжнародний гуманістичний і етичний союз,Sing,Masc
